sample	variable	value	purity	thresh	call	chrarm	CI95	HD_chr
SCI001	del_chr_22q_XBP1	0.015	0.99	0.05050505050505051	0	chr_22q_XBP1	0.0031	no
SCI001	HyperDiploidy	0.943	0.99	0.05050505050505051	1	NA	0.0028	NA
SCI004	amp_chr_1p	0	0.85	0.05882352941176471	0	chr_1p	0.0021	no
SCI004	amp_chr_1q_MCL1	0	0.85	0.05882352941176471	0	chr_1q_MCL1	0.0022	no
SCI004	amp_chr_2p	0	0.85	0.05882352941176471	0	chr_2p	0.0023	no
SCI004	amp_chr_2q	0	0.85	0.05882352941176471	0	chr_2q	0.0019	no
SCI004	amp_chr_3p	-999	0.85	0.05882352941176471	-999	chr_3p	0.0016	yes
SCI004	amp_chr_3q_TERC	-999	0.85	0.05882352941176471	-999	chr_3q_TERC	0.0016	yes
SCI004	amp_chr_4p	0	0.85	0.05882352941176471	0	chr_4p	0.0033	no
SCI004	amp_chr_4q	0	0.85	0.05882352941176471	0	chr_4q	0.0046	no
SCI004	amp_chr_5p	-999	0.85	0.05882352941176471	-999	chr_5p	0.0034	yes
SCI004	amp_chr_5q	-999	0.85	0.05882352941176471	-999	chr_5q	0.002	yes
SCI004	amp_chr_6p	1	0.85	0.05882352941176471	1	chr_6p	0.0036	no
SCI004	amp_chr_6q	0.137	0.85	0.05882352941176471	1	chr_6q	0.0041	no
SCI004	amp_chr_7p	0.01	0.85	0.05882352941176471	0	chr_7p	0.0027	yes
SCI004	amp_chr_7q	0.008	0.85	0.05882352941176471	0	chr_7q	0.0019	yes
SCI004	amp_chr_8p	0	0.85	0.05882352941176471	0	chr_8p	0.0038	no
SCI004	amp_chr_8q_MYC_amp	0.015	0.85	0.05882352941176471	0	chr_8q_MYC_amp	0.0039	no
SCI004	amp_chr_9p	-999	0.85	0.05882352941176471	-999	chr_9p	0.0037	yes
SCI004	amp_chr_9q	-999	0.85	0.05882352941176471	-999	chr_9q	0.0073	yes
SCI004	amp_chr_10p	0	0.85	0.05882352941176471	0	chr_10p	0.0035	no
SCI004	amp_chr_10q	0	0.85	0.05882352941176471	0	chr_10q	0.0023	no
SCI004	amp_chr_11p	-999	0.85	0.05882352941176471	-999	chr_11p	0.0021	yes
SCI004	amp_chr_11q	-999	0.85	0.05882352941176471	-999	chr_11q	0.0027	yes
SCI004	amp_chr_12p	0	0.85	0.05882352941176471	0	chr_12p	0.0019	no
SCI004	amp_chr_12q	0	0.85	0.05882352941176471	0	chr_12q	0.0019	no
SCI004	amp_chr_13q	0	0.85	0.05882352941176471	0	chr_13q	0.0024	no
SCI004	amp_chr_14q	0.011	0.85	0.05882352941176471	0	chr_14q	0.0028	no
SCI004	amp_chr_15q	-999	0.85	0.05882352941176471	-999	chr_15q	0.0032	yes
SCI004	amp_chr_16p_BCMA	0.013	0.85	0.05882352941176471	0	chr_16p_BCMA	0.0053	no
SCI004	amp_chr_16q	0.086	0.85	0.05882352941176471	1	chr_16q	0.0046	no
SCI004	amp_chr_17p	0	0.85	0.05882352941176471	0	chr_17p	0.0024	no
SCI004	amp_chr_17q	0	0.85	0.05882352941176471	0	chr_17q	0.0024	no
SCI004	amp_chr_18p	0.008	0.85	0.05882352941176471	0	chr_18p	0.0028	no
SCI004	amp_chr_18q	0.005	0.85	0.05882352941176471	0	chr_18q	0.0035	no
SCI004	amp_chr_19p	-999	0.85	0.05882352941176471	-999	chr_19p	0.0046	yes
SCI004	amp_chr_19q	-999	0.85	0.05882352941176471	-999	chr_19q	0.0039	yes
SCI004	amp_chr_20p	0	0.85	0.05882352941176471	0	chr_20p	0.004	no
SCI004	amp_chr_20q	0	0.85	0.05882352941176471	0	chr_20q	0.004	no
SCI004	amp_chr_21q	0	0.85	0.05882352941176471	0	chr_21q	0.004	yes
SCI004	amp_chr_22q	0	0.85	0.05882352941176471	0	chr_22q	0.0036	no
SCI004	del_chr_1p_CDKN2C	0.059	0.85	0.05882352941176471	1	chr_1p_CDKN2C	0.0021	no
SCI004	del_chr_1p_EVI5	0.059	0.85	0.05882352941176471	1	chr_1p_EVI5	0.0021	no
SCI004	del_chr_1p_TENT5C	0.059	0.85	0.05882352941176471	1	chr_1p_TENT5C	0.0021	no
SCI004	del_chr_1q	0.049	0.85	0.05882352941176471	0	chr_1q	0.0022	no
SCI004	del_chr_2p	0.031	0.85	0.05882352941176471	0	chr_2p	0.0023	no
SCI004	del_chr_2q_SP140	0.014	0.85	0.05882352941176471	0	chr_2q_SP140	0.0019	no
SCI004	del_chr_3p	0	0.85	0.05882352941176471	0	chr_3p	0.0016	no
SCI004	del_chr_3q_BCL6	0	0.85	0.05882352941176471	0	chr_3q_BCL6	0.0016	no
SCI004	del_chr_4p_NSD2	0.02	0.85	0.05882352941176471	0	chr_4p_NSD2	0.0033	no
SCI004	del_chr_4q	0.005	0.85	0.05882352941176471	0	chr_4q	0.0046	no
SCI004	del_chr_5p	0	0.85	0.05882352941176471	0	chr_5p	0.0034	no
SCI004	del_chr_5q	0	0.85	0.05882352941176471	0	chr_5q	0.002	no
SCI004	del_chr_6p	0	0.85	0.05882352941176471	0	chr_6p	0.0036	no
SCI004	del_chr_6q	0	0.85	0.05882352941176471	0	chr_6q	0.0041	no
SCI004	del_chr_7p	0	0.85	0.05882352941176471	0	chr_7p	0.0027	no
SCI004	del_chr_7q	0	0.85	0.05882352941176471	0	chr_7q	0.0019	no
SCI004	del_chr_8p	0.015	0.85	0.05882352941176471	0	chr_8p	0.0038	no
SCI004	del_chr_8q_MYC_del	0	0.85	0.05882352941176471	0	chr_8q_MYC_del	0.0039	no
SCI004	del_chr_9p	0	0.85	0.05882352941176471	0	chr_9p	0.0037	no
SCI004	del_chr_9q	0	0.85	0.05882352941176471	0	chr_9q	0.0073	no
SCI004	del_chr_10p	0.001	0.85	0.05882352941176471	0	chr_10p	0.0035	no
SCI004	del_chr_10q	0.013	0.85	0.05882352941176471	0	chr_10q	0.0023	no
SCI004	del_chr_11p	0	0.85	0.05882352941176471	0	chr_11p	0.0021	no
SCI004	del_chr_11q_BIRC2	0	0.85	0.05882352941176471	0	chr_11q_BIRC2	0.0021	no
SCI004	del_chr_12p	0.017	0.85	0.05882352941176471	0	chr_12p	0.0019	no
SCI004	del_chr_12q	0.017	0.85	0.05882352941176471	0	chr_12q	0.0019	no
SCI004	del_chr_13q	0.007	0.85	0.05882352941176471	0	chr_13q	0.0024	no
SCI004	del_chr_14q_MAX	0	0.85	0.05882352941176471	0	chr_14q_MAX	0.0024	no
SCI004	del_chr_15q	0	0.85	0.05882352941176471	0	chr_15q	0.0032	no
SCI004	del_chr_16p	0	0.85	0.05882352941176471	0	chr_16p	0.0092	no
SCI004	del_chr_16q_CYLD	0	0.85	0.05882352941176471	0	chr_16q_CYLD	0.0045	no
SCI004	del_chr_17p	0.05	0.85	0.05882352941176471	0	chr_17p	0.0024	no
SCI004	del_chr_17q	0.05	0.85	0.05882352941176471	0	chr_17q	0.0024	no
SCI004	del_chr_18p	0	0.85	0.05882352941176471	0	chr_18p	0.0028	no
SCI004	del_chr_18q	0	0.85	0.05882352941176471	0	chr_18q	0.0035	no
SCI004	del_chr_19p	0	0.85	0.05882352941176471	0	chr_19p	0.0046	no
SCI004	del_chr_19q	0	0.85	0.05882352941176471	0	chr_19q	0.0039	no
SCI004	del_chr_20p	0.042	0.85	0.05882352941176471	0	chr_20p	0.004	no
SCI004	del_chr_20q	0.041	0.85	0.05882352941176471	0	chr_20q	0.004	no
SCI004	del_chr_21q	0.055	0.85	0.05882352941176471	0	chr_21q	0.004	no
SCI004	del_chr_22q_XBP1	0.013	0.85	0.05882352941176471	0	chr_22q_XBP1	0.0036	no
SCI004	HyperDiploidy	0.962	0.85	0.05882352941176471	1	NA	0.0032	NA
SCI010	amp_chr_1p	0.006	0.94	0.053191489361702135	0	chr_1p	0.0018	no
SCI010	amp_chr_1q_MCL1	0.093	0.94	0.053191489361702135	1	chr_1q_MCL1	0.002	no
SCI010	amp_chr_2p	0.01	0.94	0.053191489361702135	0	chr_2p	0.0013	no
SCI010	amp_chr_2q	0.01	0.94	0.053191489361702135	0	chr_2q	0.0013	no
SCI010	amp_chr_3p	0	0.94	0.053191489361702135	0	chr_3p	0.0023	yes
SCI010	amp_chr_3q_TERC	0	0.94	0.053191489361702135	0	chr_3q_TERC	0.0019	yes
SCI010	amp_chr_4p	0.026	0.94	0.053191489361702135	0	chr_4p	0.0016	no
SCI010	amp_chr_4q	0.026	0.94	0.053191489361702135	0	chr_4q	0.0016	no
SCI010	amp_chr_5p	-999	0.94	0.053191489361702135	-999	chr_5p	0.003	yes
SCI010	amp_chr_5q	-999	0.94	0.053191489361702135	-999	chr_5q	0.0024	yes
SCI010	amp_chr_6p	0.033	0.94	0.053191489361702135	0	chr_6p	0.0016	no
SCI010	amp_chr_6q	0.033	0.94	0.053191489361702135	0	chr_6q	0.0016	no
SCI010	amp_chr_7p	-999	0.94	0.053191489361702135	-999	chr_7p	0.0032	yes
SCI010	amp_chr_7q	-999	0.94	0.053191489361702135	-999	chr_7q	0.0031	yes
SCI010	amp_chr_8p	0	0.94	0.053191489361702135	0	chr_8p	0.0069	no
SCI010	amp_chr_8q_MYC_amp	0.353	0.94	0.053191489361702135	1	chr_8q_MYC_amp	0.0025	no
SCI010	amp_chr_9p	-999	0.94	0.053191489361702135	-999	chr_9p	0.0033	yes
SCI010	amp_chr_9q	-999	0.94	0.053191489361702135	-999	chr_9q	0.0067	yes
SCI010	amp_chr_10p	0.018	0.94	0.053191489361702135	0	chr_10p	0.0031	no
SCI010	amp_chr_10q	0.02	0.94	0.053191489361702135	0	chr_10q	0.0026	no
SCI010	amp_chr_11p	-999	0.94	0.053191489361702135	-999	chr_11p	0.0018	yes
SCI010	amp_chr_11q	-999	0.94	0.053191489361702135	-999	chr_11q	0.0018	yes
SCI010	amp_chr_12p	0	0.94	0.053191489361702135	0	chr_12p	0.0018	no
SCI010	amp_chr_12q	0	0.94	0.053191489361702135	0	chr_12q	0.0018	no
SCI010	amp_chr_13q	0.014	0.94	0.053191489361702135	0	chr_13q	0.0022	no
SCI010	amp_chr_14q	0.031	0.94	0.053191489361702135	0	chr_14q	0.0031	no
SCI010	amp_chr_15q	-999	0.94	0.053191489361702135	-999	chr_15q	0.0037	yes
SCI010	amp_chr_16p_BCMA	0.047	0.94	0.053191489361702135	0	chr_16p_BCMA	0.0055	no
SCI010	amp_chr_16q	0	0.94	0.053191489361702135	0	chr_16q	0.0049	no
SCI010	amp_chr_17p	0	0.94	0.053191489361702135	0	chr_17p	0.0024	no
SCI010	amp_chr_17q	0.102	0.94	0.053191489361702135	1	chr_17q	0.0056	no
SCI010	amp_chr_18p	0.969	0.94	0.053191489361702135	1	chr_18p	0.0024	no
SCI010	amp_chr_18q	0.969	0.94	0.053191489361702135	1	chr_18q	0.0024	no
SCI010	amp_chr_19p	-999	0.94	0.053191489361702135	-999	chr_19p	0.0055	yes
SCI010	amp_chr_19q	-999	0.94	0.053191489361702135	-999	chr_19q	0.005	yes
SCI010	amp_chr_20p	0.28	0.94	0.053191489361702135	1	chr_20p	0.0033	no
SCI010	amp_chr_20q	0	0.94	0.053191489361702135	0	chr_20q	0.005	no
SCI010	amp_chr_21q	0	0.94	0.053191489361702135	0	chr_21q	0.0036	yes
SCI010	amp_chr_22q	0	0.94	0.053191489361702135	0	chr_22q	0.0068	no
SCI010	del_chr_1p_CDKN2C	0	0.94	0.053191489361702135	0	chr_1p_CDKN2C	0.0018	no
SCI010	del_chr_1p_EVI5	0	0.94	0.053191489361702135	0	chr_1p_EVI5	0.0018	no
SCI010	del_chr_1p_TENT5C	0	0.94	0.053191489361702135	0	chr_1p_TENT5C	0.0018	no
SCI010	del_chr_1q	0	0.94	0.053191489361702135	0	chr_1q	0.002	no
SCI010	del_chr_2p	0	0.94	0.053191489361702135	0	chr_2p	0.0013	no
SCI010	del_chr_2q_SP140	0	0.94	0.053191489361702135	0	chr_2q_SP140	0.0013	no
SCI010	del_chr_3p	0.033	0.94	0.053191489361702135	0	chr_3p	0.0023	no
SCI010	del_chr_3q_BCL6	0.03	0.94	0.053191489361702135	0	chr_3q_BCL6	0.0019	no
SCI010	del_chr_4p_NSD2	0	0.94	0.053191489361702135	0	chr_4p_NSD2	0.0016	no
SCI010	del_chr_4q	0	0.94	0.053191489361702135	0	chr_4q	0.0016	no
SCI010	del_chr_5p	0	0.94	0.053191489361702135	0	chr_5p	0.003	no
SCI010	del_chr_5q	0	0.94	0.053191489361702135	0	chr_5q	0.0024	no
SCI010	del_chr_6p	0	0.94	0.053191489361702135	0	chr_6p	0.0016	no
SCI010	del_chr_6q	0	0.94	0.053191489361702135	0	chr_6q	0.0016	no
SCI010	del_chr_7p	0	0.94	0.053191489361702135	0	chr_7p	0.0032	no
SCI010	del_chr_7q	0	0.94	0.053191489361702135	0	chr_7q	0.0031	no
SCI010	del_chr_8p	0.868	0.94	0.053191489361702135	1	chr_8p	0.0069	no
SCI010	del_chr_8q_MYC_del	0	0.94	0.053191489361702135	0	chr_8q_MYC_del	0.0025	no
SCI010	del_chr_9p	0	0.94	0.053191489361702135	0	chr_9p	0.0033	no
SCI010	del_chr_9q	0	0.94	0.053191489361702135	0	chr_9q	0.0067	no
SCI010	del_chr_10p	0	0.94	0.053191489361702135	0	chr_10p	0.0031	no
SCI010	del_chr_10q	0	0.94	0.053191489361702135	0	chr_10q	0.0026	no
SCI010	del_chr_11p	0	0.94	0.053191489361702135	0	chr_11p	0.0018	no
SCI010	del_chr_11q_BIRC2	0	0.94	0.053191489361702135	0	chr_11q_BIRC2	0.0018	no
SCI010	del_chr_12p	0.153	0.94	0.053191489361702135	1	chr_12p	0.0018	no
SCI010	del_chr_12q	0.153	0.94	0.053191489361702135	1	chr_12q	0.0018	no
SCI010	del_chr_13q	0	0.94	0.053191489361702135	0	chr_13q	0.0022	no
SCI010	del_chr_14q_MAX	0	0.94	0.053191489361702135	0	chr_14q_MAX	0.0022	no
SCI010	del_chr_15q	0	0.94	0.053191489361702135	0	chr_15q	0.0037	no
SCI010	del_chr_16p	0.035	0.94	0.053191489361702135	0	chr_16p	0.0086	no
SCI010	del_chr_16q_CYLD	0.976	0.94	0.053191489361702135	1	chr_16q_CYLD	0.0072	no
SCI010	del_chr_17p	0.031	0.94	0.053191489361702135	0	chr_17p	0.0024	no
SCI010	del_chr_17q	0	0.94	0.053191489361702135	0	chr_17q	0.0056	no
SCI010	del_chr_18p	0	0.94	0.053191489361702135	0	chr_18p	0.0024	no
SCI010	del_chr_18q	0	0.94	0.053191489361702135	0	chr_18q	0.0024	no
SCI010	del_chr_19p	0	0.94	0.053191489361702135	0	chr_19p	0.0055	no
SCI010	del_chr_19q	0	0.94	0.053191489361702135	0	chr_19q	0.005	no
SCI010	del_chr_20p	0	0.94	0.053191489361702135	0	chr_20p	0.0033	no
SCI010	del_chr_20q	0.28	0.94	0.053191489361702135	1	chr_20q	0.005	no
SCI010	del_chr_21q	0.024	0.94	0.053191489361702135	0	chr_21q	0.0036	no
SCI010	del_chr_22q_XBP1	0.874	0.94	0.053191489361702135	1	chr_22q_XBP1	0.0069	no
SCI010	HyperDiploidy	0.958	0.94	0.053191489361702135	1	NA	0.0032	NA
SCI014	amp_chr_1p	0	0.97	0.051546391752577324	0	chr_1p	0.0013	no
SCI014	amp_chr_1q_MCL1	0	0.97	0.051546391752577324	0	chr_1q_MCL1	0.0013	no
SCI014	amp_chr_2p	0.001	0.97	0.051546391752577324	0	chr_2p	0.0013	no
SCI014	amp_chr_2q	0.001	0.97	0.051546391752577324	0	chr_2q	0.0013	no
SCI014	amp_chr_3p	0.048	0.97	0.051546391752577324	0	chr_3p	0.0014	yes
SCI014	amp_chr_3q_TERC	0.048	0.97	0.051546391752577324	0	chr_3q_TERC	0.0014	yes
SCI014	amp_chr_4p	0.003	0.97	0.051546391752577324	0	chr_4p	0.0029	no
SCI014	amp_chr_4q	0.022	0.97	0.051546391752577324	0	chr_4q	0.0018	no
SCI014	amp_chr_5p	-999	0.97	0.051546391752577324	-999	chr_5p	0.0029	yes
SCI014	amp_chr_5q	-999	0.97	0.051546391752577324	-999	chr_5q	0.0017	yes
SCI014	amp_chr_6p	0.008	0.97	0.051546391752577324	0	chr_6p	0.0028	no
SCI014	amp_chr_6q	0.035	0.97	0.051546391752577324	0	chr_6q	0.0017	no
SCI014	amp_chr_7p	0	0.97	0.051546391752577324	0	chr_7p	0.0016	yes
SCI014	amp_chr_7q	0	0.97	0.051546391752577324	0	chr_7q	0.0016	yes
SCI014	amp_chr_8p	0.014	0.97	0.051546391752577324	0	chr_8p	0.0016	no
SCI014	amp_chr_8q_MYC_amp	0.014	0.97	0.051546391752577324	0	chr_8q_MYC_amp	0.0016	no
SCI014	amp_chr_9p	-999	0.97	0.051546391752577324	-999	chr_9p	0.0043	yes
SCI014	amp_chr_9q	-999	0.97	0.051546391752577324	-999	chr_9q	0.0058	yes
SCI014	amp_chr_10p	0.002	0.97	0.051546391752577324	0	chr_10p	0.0031	no
SCI014	amp_chr_10q	0.001	0.97	0.051546391752577324	0	chr_10q	0.0027	no
SCI014	amp_chr_11p	-999	0.97	0.051546391752577324	-999	chr_11p	0.0017	yes
SCI014	amp_chr_11q	-999	0.97	0.051546391752577324	-999	chr_11q	0.0017	yes
SCI014	amp_chr_12p	0	0.97	0.051546391752577324	0	chr_12p	0.0017	no
SCI014	amp_chr_12q	0	0.97	0.051546391752577324	0	chr_12q	0.0017	no
SCI014	amp_chr_13q	0	0.97	0.051546391752577324	0	chr_13q	0.0021	no
SCI014	amp_chr_14q	0.016	0.97	0.051546391752577324	0	chr_14q	0.0037	no
SCI014	amp_chr_15q	-999	0.97	0.051546391752577324	-999	chr_15q	0.0028	yes
SCI014	amp_chr_16p_BCMA	0.009	0.97	0.051546391752577324	0	chr_16p_BCMA	0.0042	no
SCI014	amp_chr_16q	0.073	0.97	0.051546391752577324	1	chr_16q	0.0026	no
SCI014	amp_chr_17p	0	0.97	0.051546391752577324	0	chr_17p	0.0021	no
SCI014	amp_chr_17q	0	0.97	0.051546391752577324	0	chr_17q	0.0021	no
SCI014	amp_chr_18p	0	0.97	0.051546391752577324	0	chr_18p	0.0023	no
SCI014	amp_chr_18q	0	0.97	0.051546391752577324	0	chr_18q	0.0023	no
SCI014	amp_chr_19p	-999	0.97	0.051546391752577324	-999	chr_19p	0.0045	yes
SCI014	amp_chr_19q	-999	0.97	0.051546391752577324	-999	chr_19q	0.0066	yes
SCI014	amp_chr_20p	0	0.97	0.051546391752577324	0	chr_20p	0.0037	no
SCI014	amp_chr_20q	0	0.97	0.051546391752577324	0	chr_20q	0.0032	no
SCI014	amp_chr_21q	0.006	0.97	0.051546391752577324	0	chr_21q	0.0034	yes
SCI014	amp_chr_22q	0	0.97	0.051546391752577324	0	chr_22q	0.0044	no
SCI014	del_chr_1p_CDKN2C	0.02	0.97	0.051546391752577324	0	chr_1p_CDKN2C	0.0013	no
SCI014	del_chr_1p_EVI5	0.02	0.97	0.051546391752577324	0	chr_1p_EVI5	0.0013	no
SCI014	del_chr_1p_TENT5C	0.02	0.97	0.051546391752577324	0	chr_1p_TENT5C	0.0013	no
SCI014	del_chr_1q	0.02	0.97	0.051546391752577324	0	chr_1q	0.0013	no
SCI014	del_chr_2p	0	0.97	0.051546391752577324	0	chr_2p	0.0013	no
SCI014	del_chr_2q_SP140	0	0.97	0.051546391752577324	0	chr_2q_SP140	0.0013	no
SCI014	del_chr_3p	0	0.97	0.051546391752577324	0	chr_3p	0.0014	no
SCI014	del_chr_3q_BCL6	0	0.97	0.051546391752577324	0	chr_3q_BCL6	0.0014	no
SCI014	del_chr_4p_NSD2	0	0.97	0.051546391752577324	0	chr_4p_NSD2	0.0029	no
SCI014	del_chr_4q	0	0.97	0.051546391752577324	0	chr_4q	0.0018	no
SCI014	del_chr_5p	0	0.97	0.051546391752577324	0	chr_5p	0.0029	no
SCI014	del_chr_5q	0	0.97	0.051546391752577324	0	chr_5q	0.0017	no
SCI014	del_chr_6p	0	0.97	0.051546391752577324	0	chr_6p	0.0028	no
SCI014	del_chr_6q	0	0.97	0.051546391752577324	0	chr_6q	0.0017	no
SCI014	del_chr_7p	0.038	0.97	0.051546391752577324	0	chr_7p	0.0016	no
SCI014	del_chr_7q	0.038	0.97	0.051546391752577324	0	chr_7q	0.0016	no
