sample	variable	value	purity	thresh	call	chrarm	CI95	HD_chr
SCI001	del_chr_22q_XBP1	0.015	0.99	0.05050505050505051	0	chr_22q_XBP1	0.0031	no
SCI001	HyperDiploidy	0.943	0.99	0.05050505050505051	1	NA	0.0028	NA
SCI002	amp_chr_1p	0.019	0.71	0.07042253521126761	0	chr_1p	0.0018	no
SCI002	amp_chr_1q_MCL1	0.019	0.71	0.07042253521126761	0	chr_1q_MCL1	0.0018	no
SCI002	amp_chr_2p	0.015	0.71	0.07042253521126761	0	chr_2p	0.0028	no
SCI002	amp_chr_2q	0.018	0.71	0.07042253521126761	0	chr_2q	0.0022	no
SCI002	amp_chr_3p	0.02	0.71	0.07042253521126761	0	chr_3p	0.004	yes
SCI002	amp_chr_3q_TERC	0.019	0.71	0.07042253521126761	0	chr_3q_TERC	0.0027	yes
SCI002	amp_chr_4p	0.018	0.71	0.07042253521126761	0	chr_4p	0.0039	no
SCI002	amp_chr_4q	0.019	0.71	0.07042253521126761	0	chr_4q	0.0024	no
SCI002	amp_chr_5p	0.013	0.71	0.07042253521126761	0	chr_5p	0.0047	yes
SCI002	amp_chr_5q	0.014	0.71	0.07042253521126761	0	chr_5q	0.0024	yes
SCI002	amp_chr_6p	0.013	0.71	0.07042253521126761	0	chr_6p	0.0021	no
SCI002	amp_chr_6q	0.013	0.71	0.07042253521126761	0	chr_6q	0.0021	no
SCI002	amp_chr_7p	0.019	0.71	0.07042253521126761	0	chr_7p	0.0032	yes
SCI002	amp_chr_7q	0.018	0.71	0.07042253521126761	0	chr_7q	0.0031	yes
SCI002	amp_chr_8p	0.007	0.71	0.07042253521126761	0	chr_8p	0.0023	no
SCI002	amp_chr_8q_MYC_amp	0.007	0.71	0.07042253521126761	0	chr_8q_MYC_amp	0.0023	no
SCI002	amp_chr_9p	0.017	0.71	0.07042253521126761	0	chr_9p	0.0052	yes
SCI002	amp_chr_9q	0.025	0.71	0.07042253521126761	0	chr_9q	0.0046	yes
SCI002	amp_chr_10p	0.02	0.71	0.07042253521126761	0	chr_10p	0.0023	no
SCI002	amp_chr_10q	0.02	0.71	0.07042253521126761	0	chr_10q	0.0023	no
SCI002	amp_chr_11p	0.014	0.71	0.07042253521126761	0	chr_11p	0.0041	yes
SCI002	amp_chr_11q	0.016	0.71	0.07042253521126761	0	chr_11q	0.0027	yes
SCI002	amp_chr_12p	0	0.71	0.07042253521126761	0	chr_12p	0.0023	no
SCI002	amp_chr_12q	0	0.71	0.07042253521126761	0	chr_12q	0.0023	no
SCI002	amp_chr_13q	0.01	0.71	0.07042253521126761	0	chr_13q	0.0029	no
SCI002	amp_chr_14q	0.003	0.71	0.07042253521126761	0	chr_14q	0.004	no
SCI002	amp_chr_15q	0.02	0.71	0.07042253521126761	0	chr_15q	0.0029	yes
SCI002	amp_chr_16p_BCMA	0.025	0.71	0.07042253521126761	0	chr_16p_BCMA	0.0057	no
SCI002	amp_chr_16q	0.001	0.71	0.07042253521126761	0	chr_16q	0.0065	no
SCI002	amp_chr_17p	0.03	0.71	0.07042253521126761	0	chr_17p	0.0038	no
SCI002	amp_chr_17q	0.027	0.71	0.07042253521126761	0	chr_17q	0.0046	no
SCI002	amp_chr_18p	0	0.71	0.07042253521126761	0	chr_18p	0.0031	no
SCI002	amp_chr_18q	0	0.71	0.07042253521126761	0	chr_18q	0.0031	no
SCI002	amp_chr_19p	0.013	0.71	0.07042253521126761	0	chr_19p	0.0054	yes
SCI002	amp_chr_19q	0.019	0.71	0.07042253521126761	0	chr_19q	0.0042	yes
SCI002	amp_chr_20p	0.009	0.71	0.07042253521126761	0	chr_20p	0.005	no
SCI002	amp_chr_20q	0.019	0.71	0.07042253521126761	0	chr_20q	0.005	no
SCI002	amp_chr_21q	0.025	0.71	0.07042253521126761	0	chr_21q	0.0047	yes
SCI002	amp_chr_22q	0.027	0.71	0.07042253521126761	0	chr_22q	0.0043	no
SCI002	del_chr_1p_CDKN2C	0	0.71	0.07042253521126761	0	chr_1p_CDKN2C	0.0018	no
SCI002	del_chr_1p_EVI5	0	0.71	0.07042253521126761	0	chr_1p_EVI5	0.0018	no
SCI002	del_chr_1p_TENT5C	0	0.71	0.07042253521126761	0	chr_1p_TENT5C	0.0018	no
SCI002	del_chr_1q	0	0.71	0.07042253521126761	0	chr_1q	0.0018	no
SCI002	del_chr_2p	0	0.71	0.07042253521126761	0	chr_2p	0.0028	no
SCI002	del_chr_2q_SP140	0	0.71	0.07042253521126761	0	chr_2q_SP140	0.0022	no
SCI002	del_chr_3p	0	0.71	0.07042253521126761	0	chr_3p	0.004	no
SCI002	del_chr_3q_BCL6	0	0.71	0.07042253521126761	0	chr_3q_BCL6	0.0027	no
SCI002	del_chr_4p_NSD2	0	0.71	0.07042253521126761	0	chr_4p_NSD2	0.0039	no
SCI002	del_chr_4q	0	0.71	0.07042253521126761	0	chr_4q	0.0024	no
SCI002	del_chr_5p	0	0.71	0.07042253521126761	0	chr_5p	0.0047	no
SCI002	del_chr_5q	0	0.71	0.07042253521126761	0	chr_5q	0.0024	no
SCI002	del_chr_6p	0	0.71	0.07042253521126761	0	chr_6p	0.0021	no
SCI002	del_chr_6q	0	0.71	0.07042253521126761	0	chr_6q	0.0021	no
SCI002	del_chr_7p	0	0.71	0.07042253521126761	0	chr_7p	0.0032	no
SCI002	del_chr_7q	0	0.71	0.07042253521126761	0	chr_7q	0.0031	no
SCI002	del_chr_8p	0	0.71	0.07042253521126761	0	chr_8p	0.0023	no
SCI002	del_chr_8q_MYC_del	0	0.71	0.07042253521126761	0	chr_8q_MYC_del	0.0023	no
SCI002	del_chr_9p	0	0.71	0.07042253521126761	0	chr_9p	0.0052	no
SCI002	del_chr_9q	0	0.71	0.07042253521126761	0	chr_9q	0.0046	no
SCI002	del_chr_10p	0	0.71	0.07042253521126761	0	chr_10p	0.0023	no
SCI002	del_chr_10q	0	0.71	0.07042253521126761	0	chr_10q	0.0023	no
SCI002	del_chr_11p	0	0.71	0.07042253521126761	0	chr_11p	0.0041	no
SCI002	del_chr_11q_BIRC2	0	0.71	0.07042253521126761	0	chr_11q_BIRC2	0.0027	no
SCI002	del_chr_12p	0.012	0.71	0.07042253521126761	0	chr_12p	0.0023	no
SCI002	del_chr_12q	0.012	0.71	0.07042253521126761	0	chr_12q	0.0023	no
SCI002	del_chr_13q	0	0.71	0.07042253521126761	0	chr_13q	0.0029	no
SCI002	del_chr_14q_MAX	0	0.71	0.07042253521126761	0	chr_14q_MAX	0.0029	no
SCI002	del_chr_15q	0	0.71	0.07042253521126761	0	chr_15q	0.0029	no
SCI002	del_chr_16p	0	0.71	0.07042253521126761	0	chr_16p	0.0072	no
SCI002	del_chr_16q_CYLD	0	0.71	0.07042253521126761	0	chr_16q_CYLD	0.0054	no
SCI002	del_chr_17p	0	0.71	0.07042253521126761	0	chr_17p	0.0038	no
SCI002	del_chr_17q	0	0.71	0.07042253521126761	0	chr_17q	0.0046	no
SCI002	del_chr_18p	0.016	0.71	0.07042253521126761	0	chr_18p	0.0031	no
SCI002	del_chr_18q	0.016	0.71	0.07042253521126761	0	chr_18q	0.0031	no
SCI002	del_chr_19p	0	0.71	0.07042253521126761	0	chr_19p	0.0054	no
SCI002	del_chr_19q	0	0.71	0.07042253521126761	0	chr_19q	0.0042	no
SCI002	del_chr_20p	0	0.71	0.07042253521126761	0	chr_20p	0.005	no
SCI002	del_chr_20q	0	0.71	0.07042253521126761	0	chr_20q	0.005	no
SCI002	del_chr_21q	0	0.71	0.07042253521126761	0	chr_21q	0.0047	no
SCI002	del_chr_22q_XBP1	0	0.71	0.07042253521126761	0	chr_22q_XBP1	0.0043	no
SCI002	HyperDiploidy	0	0.71	0.07042253521126761	0	NA	0.0028	NA
SCI003	amp_chr_1p	0.021	0.43	0.11627906976744187	0	chr_1p	0.005	no
SCI003	amp_chr_1q_MCL1	0.092	0.43	0.11627906976744187	0	chr_1q_MCL1	0.0044	no
SCI003	amp_chr_2p	0.014	0.43	0.11627906976744187	0	chr_2p	0.0057	no
SCI003	amp_chr_2q	0	0.43	0.11627906976744187	0	chr_2q	0.0039	no
SCI003	amp_chr_3p	0	0.43	0.11627906976744187	0	chr_3p	0.0032	yes
SCI003	amp_chr_3q_TERC	0	0.43	0.11627906976744187	0	chr_3q_TERC	0.0032	yes
SCI003	amp_chr_4p	0.012	0.43	0.11627906976744187	0	chr_4p	0.0042	no
SCI003	amp_chr_4q	0.013	0.43	0.11627906976744187	0	chr_4q	0.0034	no
SCI003	amp_chr_5p	0.011	0.43	0.11627906976744187	0	chr_5p	0.0066	yes
SCI003	amp_chr_5q	0	0.43	0.11627906976744187	0	chr_5q	0.0039	yes
SCI003	amp_chr_6p	0.001	0.43	0.11627906976744187	0	chr_6p	0.0035	no
SCI003	amp_chr_6q	0.001	0.43	0.11627906976744187	0	chr_6q	0.0035	no
SCI003	amp_chr_7p	0	0.43	0.11627906976744187	0	chr_7p	0.0053	yes
SCI003	amp_chr_7q	0	0.43	0.11627906976744187	0	chr_7q	0.0053	yes
SCI003	amp_chr_8p	0.006	0.43	0.11627906976744187	0	chr_8p	0.0037	no
SCI003	amp_chr_8q_MYC_amp	0.006	0.43	0.11627906976744187	0	chr_8q_MYC_amp	0.0037	no
SCI003	amp_chr_9p	0	0.43	0.11627906976744187	0	chr_9p	0.0107	yes
SCI003	amp_chr_9q	0.239	0.43	0.11627906976744187	1	chr_9q	0.005	yes
SCI003	amp_chr_10p	0.036	0.43	0.11627906976744187	0	chr_10p	0.0038	no
SCI003	amp_chr_10q	0.036	0.43	0.11627906976744187	0	chr_10q	0.0038	no
SCI003	amp_chr_11p	0	0.43	0.11627906976744187	0	chr_11p	0.005	yes
SCI003	amp_chr_11q	0.551	0.43	0.11627906976744187	1	chr_11q	0.0059	yes
SCI003	amp_chr_12p	0	0.43	0.11627906976744187	0	chr_12p	0.0084	no
SCI003	amp_chr_12q	0	0.43	0.11627906976744187	0	chr_12q	0.0062	no
SCI003	amp_chr_13q	0	0.43	0.11627906976744187	0	chr_13q	0.0048	no
SCI003	amp_chr_14q	0.005	0.43	0.11627906976744187	0	chr_14q	0.0059	no
SCI003	amp_chr_15q	0	0.43	0.11627906976744187	0	chr_15q	0.0125	yes
SCI003	amp_chr_16p_BCMA	0.021	0.43	0.11627906976744187	0	chr_16p_BCMA	0.0092	no
SCI003	amp_chr_16q	0	0.43	0.11627906976744187	0	chr_16q	0.0092	no
SCI003	amp_chr_17p	0.023	0.43	0.11627906976744187	0	chr_17p	0.0075	no
SCI003	amp_chr_17q	0.014	0.43	0.11627906976744187	0	chr_17q	0.0067	no
SCI003	amp_chr_18p	0	0.43	0.11627906976744187	0	chr_18p	0.0051	no
SCI003	amp_chr_18q	0	0.43	0.11627906976744187	0	chr_18q	0.0051	no
SCI003	amp_chr_19p	1	0.43	0.11627906976744187	1	chr_19p	0.0091	yes
SCI003	amp_chr_19q	0	0.43	0.11627906976744187	0	chr_19q	0.0101	yes
SCI003	amp_chr_20p	0.027	0.43	0.11627906976744187	0	chr_20p	0.0082	no
SCI003	amp_chr_20q	0.018	0.43	0.11627906976744187	0	chr_20q	0.0082	no
SCI003	amp_chr_21q	0	0.43	0.11627906976744187	0	chr_21q	0.0078	yes
SCI003	amp_chr_22q	0.01	0.43	0.11627906976744187	0	chr_22q	0.0071	no
SCI003	del_chr_1p_CDKN2C	0	0.43	0.11627906976744187	0	chr_1p_CDKN2C	0.0042	no
SCI003	del_chr_1p_EVI5	0	0.43	0.11627906976744187	0	chr_1p_EVI5	0.0042	no
SCI003	del_chr_1p_TENT5C	0	0.43	0.11627906976744187	0	chr_1p_TENT5C	0.0042	no
SCI003	del_chr_1q	0	0.43	0.11627906976744187	0	chr_1q	0.0045	no
SCI003	del_chr_2p	0	0.43	0.11627906976744187	0	chr_2p	0.0057	no
SCI003	del_chr_2q_SP140	0	0.43	0.11627906976744187	0	chr_2q_SP140	0.0037	no
SCI003	del_chr_3p	0.004	0.43	0.11627906976744187	0	chr_3p	0.0032	no
SCI003	del_chr_3q_BCL6	0.004	0.43	0.11627906976744187	0	chr_3q_BCL6	0.0032	no
SCI003	del_chr_4p_NSD2	0	0.43	0.11627906976744187	0	chr_4p_NSD2	0.0034	no
SCI003	del_chr_4q	0	0.43	0.11627906976744187	0	chr_4q	0.0034	no
SCI003	del_chr_5p	0	0.43	0.11627906976744187	0	chr_5p	0.0066	no
SCI003	del_chr_5q	0.004	0.43	0.11627906976744187	0	chr_5q	0.0039	no
SCI003	del_chr_6p	0	0.43	0.11627906976744187	0	chr_6p	0.0035	no
SCI003	del_chr_6q	0	0.43	0.11627906976744187	0	chr_6q	0.0035	no
SCI003	del_chr_7p	0.036	0.43	0.11627906976744187	0	chr_7p	0.0053	no
SCI003	del_chr_7q	0.02	0.43	0.11627906976744187	0	chr_7q	0.0053	no
SCI003	del_chr_8p	0	0.43	0.11627906976744187	0	chr_8p	0.0037	no
SCI003	del_chr_8q_MYC_del	0	0.43	0.11627906976744187	0	chr_8q_MYC_del	0.0037	no
SCI003	del_chr_9p	0.002	0.43	0.11627906976744187	0	chr_9p	0.0107	no
SCI003	del_chr_9q	0	0.43	0.11627906976744187	0	chr_9q	0.005	no
SCI003	del_chr_10p	0	0.43	0.11627906976744187	0	chr_10p	0.0038	no
SCI003	del_chr_10q	0	0.43	0.11627906976744187	0	chr_10q	0.0038	no
SCI003	del_chr_11p	0.001	0.43	0.11627906976744187	0	chr_11p	0.005	no
SCI003	del_chr_11q_BIRC2	0	0.43	0.11627906976744187	0	chr_11q_BIRC2	0.0059	no
SCI003	del_chr_12p	0.083	0.43	0.11627906976744187	0	chr_12p	0.0084	no
SCI003	del_chr_12q	0.084	0.43	0.11627906976744187	0	chr_12q	0.0062	no
SCI003	del_chr_13q	1	0.43	0.11627906976744187	1	chr_13q	0.0048	no
SCI003	del_chr_14q_MAX	0	0.43	0.11627906976744187	0	chr_14q_MAX	0.0048	no
SCI003	del_chr_15q	0.788	0.43	0.11627906976744187	1	chr_15q	0.0125	no
SCI003	del_chr_16p	0	0.43	0.11627906976744187	0	chr_16p	0.0106	no
SCI003	del_chr_16q_CYLD	0.003	0.43	0.11627906976744187	0	chr_16q_CYLD	0.0082	no
SCI003	del_chr_17p	0	0.43	0.11627906976744187	0	chr_17p	0.0075	no
SCI003	del_chr_17q	0	0.43	0.11627906976744187	0	chr_17q	0.0067	no
SCI003	del_chr_18p	0.038	0.43	0.11627906976744187	0	chr_18p	0.0051	no
SCI003	del_chr_18q	0.038	0.43	0.11627906976744187	0	chr_18q	0.0051	no
SCI003	del_chr_19p	0	0.43	0.11627906976744187	0	chr_19p	0.0091	no
SCI003	del_chr_19q	0.085	0.43	0.11627906976744187	0	chr_19q	0.0101	no
SCI003	del_chr_20p	0	0.43	0.11627906976744187	0	chr_20p	0.0082	no
SCI003	del_chr_20q	0	0.43	0.11627906976744187	0	chr_20q	0.0082	no
SCI003	del_chr_21q	0.002	0.43	0.11627906976744187	0	chr_21q	0.0078	no
SCI003	del_chr_22q_XBP1	0	0.43	0.11627906976744187	0	chr_22q_XBP1	0.0071	no
SCI003	HyperDiploidy	0	0.43	0.11627906976744187	0	NA	0.0028	NA
SCI004	amp_chr_1p	0	0.85	0.05882352941176471	0	chr_1p	0.0021	no
SCI004	amp_chr_1q_MCL1	0	0.85	0.05882352941176471	0	chr_1q_MCL1	0.0022	no
SCI004	amp_chr_2p	0	0.85	0.05882352941176471	0	chr_2p	0.0023	no
SCI004	amp_chr_2q	0	0.85	0.05882352941176471	0	chr_2q	0.0019	no
SCI004	amp_chr_3p	-999	0.85	0.05882352941176471	-999	chr_3p	0.0016	yes
SCI004	amp_chr_3q_TERC	-999	0.85	0.05882352941176471	-999	chr_3q_TERC	0.0016	yes
SCI004	amp_chr_4p	0	0.85	0.05882352941176471	0	chr_4p	0.0033	no
SCI004	amp_chr_4q	0	0.85	0.05882352941176471	0	chr_4q	0.0046	no
SCI004	amp_chr_5p	-999	0.85	0.05882352941176471	-999	chr_5p	0.0034	yes
SCI004	amp_chr_5q	-999	0.85	0.05882352941176471	-999	chr_5q	0.002	yes
SCI004	amp_chr_6p	1	0.85	0.05882352941176471	1	chr_6p	0.0036	no
SCI004	amp_chr_6q	0.137	0.85	0.05882352941176471	1	chr_6q	0.0041	no
SCI004	amp_chr_7p	0.01	0.85	0.05882352941176471	0	chr_7p	0.0027	yes
SCI004	amp_chr_7q	0.008	0.85	0.05882352941176471	0	chr_7q	0.0019	yes
SCI004	amp_chr_8p	0	0.85	0.05882352941176471	0	chr_8p	0.0038	no
SCI004	amp_chr_8q_MYC_amp	0.015	0.85	0.05882352941176471	0	chr_8q_MYC_amp	0.0039	no
SCI004	amp_chr_9p	-999	0.85	0.05882352941176471	-999	chr_9p	0.0037	yes
SCI004	amp_chr_9q	-999	0.85	0.05882352941176471	-999	chr_9q	0.0073	yes
SCI004	amp_chr_10p	0	0.85	0.05882352941176471	0	chr_10p	0.0035	no
SCI004	amp_chr_10q	0	0.85	0.05882352941176471	0	chr_10q	0.0023	no
SCI004	amp_chr_11p	-999	0.85	0.05882352941176471	-999	chr_11p	0.0021	yes
SCI004	amp_chr_11q	-999	0.85	0.05882352941176471	-999	chr_11q	0.0027	yes
SCI004	amp_chr_12p	0	0.85	0.05882352941176471	0	chr_12p	0.0019	no
SCI004	amp_chr_12q	0	0.85	0.05882352941176471	0	chr_12q	0.0019	no
SCI004	amp_chr_13q	0	0.85	0.05882352941176471	0	chr_13q	0.0024	no
SCI004	amp_chr_14q	0.011	0.85	0.05882352941176471	0	chr_14q	0.0028	no
SCI004	amp_chr_15q	-999	0.85	0.05882352941176471	-999	chr_15q	0.0032	yes
SCI004	amp_chr_16p_BCMA	0.013	0.85	0.05882352941176471	0	chr_16p_BCMA	0.0053	no
SCI004	amp_chr_16q	0.086	0.85	0.05882352941176471	1	chr_16q	0.0046	no
SCI004	amp_chr_17p	0	0.85	0.05882352941176471	0	chr_17p	0.0024	no
SCI004	amp_chr_17q	0	0.85	0.05882352941176471	0	chr_17q	0.0024	no
SCI004	amp_chr_18p	0.008	0.85	0.05882352941176471	0	chr_18p	0.0028	no
SCI004	amp_chr_18q	0.005	0.85	0.05882352941176471	0	chr_18q	0.0035	no
SCI004	amp_chr_19p	-999	0.85	0.05882352941176471	-999	chr_19p	0.0046	yes
SCI004	amp_chr_19q	-999	0.85	0.05882352941176471	-999	chr_19q	0.0039	yes
SCI004	amp_chr_20p	0	0.85	0.05882352941176471	0	chr_20p	0.004	no
SCI004	amp_chr_20q	0	0.85	0.05882352941176471	0	chr_20q	0.004	no
SCI004	amp_chr_21q	0	0.85	0.05882352941176471	0	chr_21q	0.004	yes
SCI004	amp_chr_22q	0	0.85	0.05882352941176471	0	chr_22q	0.0036	no
SCI004	del_chr_1p_CDKN2C	0.059	0.85	0.05882352941176471	1	chr_1p_CDKN2C	0.0021	no
SCI004	del_chr_1p_EVI5	0.059	0.85	0.05882352941176471	1	chr_1p_EVI5	0.0021	no
SCI004	del_chr_1p_TENT5C	0.059	0.85	0.05882352941176471	1	chr_1p_TENT5C	0.0021	no
SCI004	del_chr_1q	0.049	0.85	0.05882352941176471	0	chr_1q	0.0022	no
SCI004	del_chr_2p	0.031	0.85	0.05882352941176471	0	chr_2p	0.0023	no
SCI004	del_chr_2q_SP140	0.014	0.85	0.05882352941176471	0	chr_2q_SP140	0.0019	no
SCI004	del_chr_3p	0	0.85	0.05882352941176471	0	chr_3p	0.0016	no
SCI004	del_chr_3q_BCL6	0	0.85	0.05882352941176471	0	chr_3q_BCL6	0.0016	no
SCI004	del_chr_4p_NSD2	0.02	0.85	0.05882352941176471	0	chr_4p_NSD2	0.0033	no
SCI004	del_chr_4q	0.005	0.85	0.05882352941176471	0	chr_4q	0.0046	no
SCI004	del_chr_5p	0	0.85	0.05882352941176471	0	chr_5p	0.0034	no
SCI004	del_chr_5q	0	0.85	0.05882352941176471	0	chr_5q	0.002	no
SCI004	del_chr_6p	0	0.85	0.05882352941176471	0	chr_6p	0.0036	no
SCI004	del_chr_6q	0	0.85	0.05882352941176471	0	chr_6q	0.0041	no
SCI004	del_chr_7p	0	0.85	0.05882352941176471	0	chr_7p	0.0027	no
SCI004	del_chr_7q	0	0.85	0.05882352941176471	0	chr_7q	0.0019	no
SCI004	del_chr_8p	0.015	0.85	0.05882352941176471	0	chr_8p	0.0038	no
