ID	chr_10p	chr_10q	chr_11p	chr_11q	chr_12p	chr_12q	chr_13q	chr_14q	chr_15q	chr_16p	chr_16q	chr_17p	chr_17q	chr_18p	chr_18q	chr_19p	chr_19q	chr_1p	chr_1q	chr_20p	chr_20q	chr_21q	chr_22q	chr_2p	chr_2q	chr_3p	chr_3q	chr_4p	chr_4q	chr_5p	chr_5q	chr_6p	chr_6q	chr_7p	chr_7q	chr_8p	chr_8q	chr_9p	chr_9q	chr_3q_BCL6	chr_11q_BIRC2	chr_1p_CDKN2C	chr_16q_CYLD	chr_1p_EVI5	chr_14q_MAX	chr_1q_MCL1	chr_8q_MYC_amp	chr_8q_MYC_del	chr_4p_NSD2	chr_2q_SP140	chr_1p_TENT5C	chr_3q_TERC	chr_16p_BCMA	chr_22q_XBP1
SMM-016_pair	2.2583|0.0204	2.2583|0.0204	2.8249|0.025	2.1709|0.0376	1.2569|0.0087	2.1118|0.0172	2.1998|0.0227	2.015|0.0334	1.7608|0.0264	2.751|0.0158	1.805|0.029	1.648|0.026	1.0441|0.0223	2.017|0.0118	2.017|0.0118	0.9223|0.0301	0.5643|0.0276	1.5152|0.0215	2.5341|0.0157	2.5916|0.0183	2.5916|0.0183	1.8702|0.0296	2.5186|0.0182	1.7201|0.0194	2.1806|0.0226	2.4783|0.0182	2.2353|0.0167	2.2917|0.0195	2.2917|0.0195	2.464|0.0139	2.464|0.0139	1.4391|0.0243	2.1659|0.0245	2.1082|0.0199	2.6138|0.0312	2.3868|0.0276	2.3849|0.0211	2.5552|0.019	2.3369|0.0189	1.47|0.021	2.2263|0.0394	1.8367|0.0174	1.1482|0.0229	1.8367|0.0174	2.0314|0.032	1.8367|0.0174	2.3849|0.0211	2.3849|0.0211	0|0.0488	1.8054|0.0295	1.8367|0.0174	2.3491|0.016	2.751|0.0158	2.5186|0.0182
SMM-018_pair	2|0.0083	2|0.0083	2.0055|0.0161	2.0055|0.0161	1.9759|0.0096	1.9759|0.0096	0.9873|0.0064	0.9901|0.0141	2.0068|0.011	0.9723|0.0153	0.9736|0.0082	1.9999|0.0112	1.9999|0.0112	1.9953|0.0123	1.3346|0.019	1.997|0.0085	1.997|0.0085	0.9813|0.0083	0.9825|0.0123	1.3352|0.0113	2.0075|0.0117	2.6802|0.0148	0.9718|0.0112	2.0072|0.0078	2.0174|0.0112	2.0139|0.009	2.0139|0.009	0.9866|0.0159	0.9794|0.0147	2.0112|0.0086	2.0112|0.0086	1.9999|0.0097	1.9999|0.0097	2.0261|0.011	2.0261|0.011	1.9956|0.008	1.9956|0.008	2.0026|0.012	2.0026|0.012	2.0139|0.009	2.0055|0.0161	0.9805|0.0087	0.9789|0.0084	0.9784|0.0087	0.9666|0.0096	2.0068|0.0116	1.9956|0.008	1.9956|0.008	0.9564|0.0086	2.0174|0.0112	0.9732|0.0063	2.0139|0.009	0.9737|0.0124	1.0006|0.0179
SMM-019_pair	2.0032|0.0064	2.0032|0.0064	1.9883|0.0096	3.0357|0.0114	2.0001|0.0097	2.0001|0.0097	2.0025|0.0111	2.011|0.0102	3.0083|0.0126	1.9727|0.0155	1.9727|0.0155	1.9774|0.0104	1.9774|0.0104	2.0276|0.015	2.0276|0.015	2.9314|0.0132	2.9381|0.0125	1.9999|0.0069	1.9999|0.0069	1.9883|0.0137	1.9883|0.0137	3.0213|0.0132	1.9659|0.0078	2.0105|0.0091	0.9994|0.0062	3.0176|0.0158	3.0176|0.0158	2.0255|0.0084	2.0255|0.0084	3.0227|0.0111	3.0227|0.0111	1.9875|0.0141	2.0196|0.0084	2.0013|0.0129	2.0013|0.0129	1.9794|0.0081	1.9794|0.0081	2.9871|0.0158	2.9871|0.0158	3.0176|0.0158	3.0357|0.0114	1.9999|0.0069	1.9727|0.0155	1.9999|0.0069	2.011|0.0102	1.9999|0.0069	1.9794|0.0081	1.9794|0.0081	2.0255|0.0084	0.9994|0.0062	1.9999|0.0069	3.0176|0.0158	1.9727|0.0155	1.9659|0.0078
SMM-020_pair	2|0.0088	2|0.0088	2.0535|0.0067	2.0535|0.0067	2.0632|0.01	2.0632|0.01	1.9622|0.0095	2.0146|0.0099	2.0166|0.0068	2.0907|0.0119	2.0907|0.0119	2.093|0.0135	2.093|0.0135	1.9678|0.0114	1.9678|0.0114	2.1179|0.0082	2.1179|0.0082	2.0872|0.0129	2.0872|0.0129	2.0285|0.0085	2.0285|0.0085	1.997|0.012	2.0718|0.013	2.0383|0.007	2.0383|0.007	2.0298|0.0145	2.0298|0.0145	1.9864|0.0122	1.9864|0.0122	2.0048|0.0054	2.0048|0.0054	1.9362|0.0126	2.0263|0.0096	2.011|0.0102	2.011|0.0102	2.0074|0.0073	2.0074|0.0073	2.0405|0.0084	2.0405|0.0084	2.0298|0.0145	2.0535|0.0067	2.0872|0.0129	2.0907|0.0119	2.0872|0.0129	2.0161|0.0097	2.0872|0.0129	2.0074|0.0073	2.0074|0.0073	1.9864|0.0122	2.0383|0.007	2.0872|0.0129	2.0298|0.0145	2.0907|0.0119	2.0718|0.013
SMM-021_pair	2|0.0083	2|0.0083	2.6272|0.0114	2.6073|0.011	2.6567|0.0047	2.6567|0.0047	0.9105|0.0082	2.6484|0.0086	2.0609|0.0121	2.813|0.0097	2.813|0.0097	3.4203|0.0097	3.4203|0.0097	1.8634|0.0087	1.8634|0.0087	3.2656|0.0117	3.2656|0.0117	2.8805|0.007	2.8805|0.007	3.0171|0.0122	3.0171|0.0122	0.9994|0.0118	2.6813|0.0099	2.1646|0.012	2.1646|0.012	2.2962|0.0075	2.2962|0.0075	2.3522|0.0088	2.3522|0.0088	1.949|0.0078	1.949|0.0078	2.6916|0.008	2.5513|0.0062	2.4723|0.0073	2.4723|0.0073	2.1103|0.0071	2.1103|0.0071	2.3555|0.0131	2.3555|0.0131	2.2962|0.0075	2.6073|0.011	2.8805|0.007	2.813|0.0097	2.8805|0.007	2.6484|0.0086	2.8805|0.007	2.1103|0.0071	2.1103|0.0071	2.3522|0.0088	2.1646|0.012	2.8805|0.007	2.2962|0.0075	2.813|0.0097	2.6813|0.0099
SMM-022_pair	1.9631|0.0149	1.9627|0.0173	3.2815|0.0141	3.2815|0.0141	1.9998|0.0088	1.9998|0.0088	1.8803|0.0123	1.9615|0.0123	2.0047|0.0082	1.9836|0.0121	1.9836|0.0121	1.9984|0.0081	1.9984|0.0081	1.9729|0.0136	1.9729|0.0136	3.0027|0.0092	3.0027|0.0092	2.0129|0.0086	2.0041|0.0112	2.0977|0.0083	2.0977|0.0083	2.0372|0.0078	1.9726|0.0118	2.0024|0.0072	2.0024|0.0072	3.0741|0.0078	3.0741|0.0078	2.1174|0.0075	2.1174|0.0075	1.9877|0.0054	1.9877|0.0054	2.0002|0.0115	1.9542|0.0056	1.9677|0.008	1.9677|0.008	2.1348|0.0101	2.1348|0.0101	4.0322|0.0133	4.0322|0.0133	3.0741|0.0078	3.2815|0.0141	2.0129|0.0086	1.9836|0.0121	2.0129|0.0086	1.9615|0.0123	2.0129|0.0086	2.1348|0.0101	2.1348|0.0101	2.1174|0.0075	2.0024|0.0072	2.0129|0.0086	3.0741|0.0078	1.9836|0.0121	1.9726|0.0118
SMM-023_pair	1.9904|0.0114	1.8661|0.0144	2.0171|0.0067	2.6395|0.0068	2.0177|0.0097	2.0177|0.0097	0.9875|0.0082	2.0701|0.0093	2.0101|0.0085	1.963|0.0096	1.963|0.0096	1.9866|0.0146	1.9931|0.0084	2.0121|0.0088	2.0121|0.0088	1.967|0.0117	1.967|0.0117	2.0011|0.0088	2.0011|0.0088	1.9989|0.0079	1.9989|0.0079	1.962|0.0115	1.9618|0.0174	2.0077|0.0114	2.0077|0.0114	2.0073|0.0057	2.0073|0.0057	2.0568|0.0071	2.0568|0.0071	1.9662|0.0163	2.024|0.006	2.0307|0.0065	1.4541|0.0152	1.9127|0.0109	1.9967|0.0111	1.9741|0.0069	1.9741|0.0069	1.965|0.0091	1.965|0.0091	2.0073|0.0057	2.6395|0.0068	2.0011|0.0088	1.963|0.0096	2.0011|0.0088	2.0701|0.0093	2.0011|0.0088	1.9741|0.0069	1.9741|0.0069	2.0568|0.0071	2.0077|0.0114	2.0011|0.0088	2.0073|0.0057	1.963|0.0096	1.9618|0.0174
SMM-024_pair	2.8374|0.0089	2.8374|0.0089	3.9951|0.0124	3.9951|0.0124	2.0117|0.0073	1.9983|0.0066	1.9738|0.0066	2.0306|0.0111	4.0682|0.0105	1.9465|0.0104	1.9465|0.0104	1.8615|0.0073	1.8615|0.0073	2.0381|0.0113	2.0381|0.0113	3.6546|0.0145	3.6546|0.0145	2.0761|0.0142	2.0761|0.0142	3.1035|0.0078	3.1035|0.0078	2.8496|0.0135	1.8805|0.0162	2.0326|0.0107	2.0326|0.0107	3.0832|0.0071	3.0832|0.0071	2|0.0122	2|0.0122	3.0623|0.0123	3.0623|0.0123	2.0397|0.0154	2.03|0.0144	1.9668|0.0141	1.9668|0.0141	2.0199|0.0076	1.9886|0.0078	2.9887|0.0106	2.9887|0.0106	3.0832|0.0071	3.9951|0.0124	2.0761|0.0142	1.9465|0.0104	2.0761|0.0142	2.0397|0.0111	2.0761|0.0142	2.0199|0.0076	2.0199|0.0076	2|0.0122	2.0326|0.0107	2.0761|0.0142	3.0832|0.0071	1.9465|0.0104	1.8805|0.0162
SMM-025_pair	1.9886|0.0072	1.9886|0.0072	2.0012|0.0095	1.9859|0.0103	2|0.0095	2|0.0095	1.9735|0.0092	2.038|0.008	3.0065|0.009	2.0222|0.009	1.3919|0.0264	2.0581|0.0107	2.03|0.0096	1.9858|0.0049	1.9858|0.0049	3.0285|0.0084	3.0285|0.0084	2.0062|0.0063	2.0062|0.0063	2.0034|0.0097	1.0264|0.0085	2.9807|0.0111	2.0149|0.0061	2.0035|0.0068	2.0035|0.0068	2.0032|0.0106	2.0032|0.0106	1.9893|0.0118	1.9893|0.0118	3.008|0.0106	3.008|0.0106	1.9976|0.0085	1.9976|0.0085	2.9956|0.0074	2.9956|0.0074	1.9848|0.0087	1.9848|0.0087	2.9894|0.0126	3.0047|0.0155	2.0032|0.0106	1.9837|0.0091	2.0062|0.0063	3.0608|0.1	2.0062|0.0063	2.038|0.008	2.0062|0.0063	1.9848|0.0087	1.9848|0.0087	1.9893|0.0118	2.0035|0.0068	2.0062|0.0063	2.0032|0.0106	2.0222|0.009	2.0149|0.0061
SMM-026_pair	0.9609|0.0066	1.9206|0.0106	1.9884|0.0115	1.9884|0.0115	2.004|0.0078	2.004|0.0078	1.9353|0.0087	0.9658|0.0051	2.0531|0.008	1.9456|0.0059	1.9456|0.0059	1.9465|0.01	1.9469|0.0068	2.0145|0.0083	1.7207|0.0545	2.8897|0.0105	3.1334|0.0098	2.0212|0.0122	2.4183|0.0086	0.9615|0.0076	1.9807|0.0073	2|0.0114	1.3384|0.0082	2.0129|0.0077	1.9431|0.0067	2.0017|0.008	2.6314|0.0315	1.7078|0.0097	0.9857|0.0082	2.0869|0.007	2.0869|0.007	2.0504|0.0095	1.5548|0.0099	1.9997|0.0072	1.9587|0.0094	1.9949|0.0063	1.9949|0.0063	2.9141|0.0109	2.9141|0.0109	0.9741|0.0069	1.9884|0.0115	2.0212|0.0122	1.9456|0.0059	2.0212|0.0122	0.9658|0.0051	2.0212|0.0122	1.9949|0.0063	1.9949|0.0063	1.9273|0.0085	2.0551|0.0064	2.0212|0.0122	4.3916|0.1	1.9456|0.0059	1.9714|0.0079
SMM-027_pair	1.8498|0.0138	1.8498|0.0138	4.2227|0.0088	4.2227|0.0088	1.9778|0.0147	1.9778|0.0147	1.878|0.0144	2|0.0119	4.5468|0.0083	1.8584|0.0109	1.8584|0.0109	4.3311|0.0132	4.3311|0.0132	2|0.0116	2|0.0116	4.1406|0.0153	4.1406|0.0153	2.2182|0.009	2.2182|0.009	2.1623|0.0114	2.1623|0.0114	4.1219|0.0083	2.3195|0.0116	2.0171|0.0078	2.0171|0.0078	4.4823|0.012	4.4823|0.012	4.1451|0.018	4.1451|0.018	1.6119|0.0098	2.1184|0.0074	3.4983|0.0095	3.5851|0.0088	4.0408|0.0087	4.1602|0.0053	1.9904|0.0088	1.9904|0.0088	4.1627|0.0107	4.1627|0.0107	4.4823|0.012	4.2227|0.0088	2.2182|0.009	1.8584|0.0109	2.2182|0.009	2|0.0119	2.2182|0.009	1.9904|0.0088	1.9904|0.0088	4.1451|0.018	2.0171|0.0078	2.2182|0.009	4.4823|0.012	1.8584|0.0109	2.3195|0.0116
SMM-028_pair	1.9981|0.0065	1.9981|0.0065	3.0002|0.0064	3.0002|0.0064	1.4848|0.0114	2.0118|0.0058	1.0013|0.0058	2.0105|0.0071	3.0245|0.0052	1.9924|0.005	1.9924|0.005	2.0147|0.0082	1.2032|0.0079	2.0001|0.0064	2.0001|0.0064	2.9853|0.0085	2.9853|0.0085	1.391|0.0065	2.0161|0.0053	2.6757|0.0113	2.3978|0.0107	2.0001|0.0107	2.0037|0.0117	1.9999|0.0057	1.9999|0.0057	2.0009|0.0052	2.0009|0.0052	2.9565|0.0108	2.9565|0.0108	3.0137|0.0112	3.0137|0.0112	1.9962|0.0052	1.1879|0.0054	2.0184|0.0072	2.0136|0.0092	2.0095|0.0084	2.0095|0.0084	3.0042|0.0156	3.0042|0.0156	2.0009|0.0052	3.0002|0.0064	1.9593|0.0047	1.9924|0.005	1.1987|0.0073	2.0105|0.0071	2.0161|0.0053	2.0095|0.0084	2.0095|0.0084	2.9565|0.0108	1.9999|0.0057	1.6647|0.0053	2.0009|0.0052	1.9924|0.005	2.0037|0.0117
SMM-030_pair	2.0036|0.0089	1.9938|0.0055	1.9959|0.0119	1.9959|0.0119	2.0019|0.0106	2.0019|0.0106	1.9336|0.0079	2.006|0.0082	1.9992|0.0092	1.9881|0.0152	1.9881|0.0152	1.9971|0.0077	1.9971|0.0077	1.9967|0.0097	1.9967|0.0097	2.6502|0.0132	2.6502|0.0132	2.013|0.0115	3.1621|0.0118	2.9892|0.0101	2.9892|0.0101	1.9887|0.0102	1.9679|0.0104	2.0008|0.0067	2.0008|0.0067	1.9987|0.0097	1.9987|0.0097	2.014|0.0094	2.014|0.0094	2.0075|0.0131	2.0075|0.0131	2.9911|0.0139	2.0566|0.0154	2.0215|0.0091	2.0119|0.0085	2.0105|0.0067	2.0105|0.0067	2.99|0.0115	2.99|0.0115	1.9987|0.0097	1.9959|0.0119	2.0004|0.011	1.9881|0.0152	2.0482|0.0131	2.006|0.0082	3.1621|0.0118	2.0105|0.0067	2.0105|0.0067	2.014|0.0094	2.0008|0.0067	2.0482|0.0131	1.9987|0.0097	1.9881|0.0152	1.9679|0.0104
SMM-031_pair	2.0009|0.0073	2.0009|0.0073	1.9853|0.007	1.9853|0.007	2.0114|0.0088	2.0114|0.0088	0.9789|0.006	2.0052|0.0054	3.0185|0.0071	1.988|0.0096	1.988|0.0096	2.0111|0.006	2.0111|0.006	1.9966|0.0064	1.9966|0.0064	2.9818|0.0066	2.9818|0.0066	2.0034|0.0036	2.0034|0.0036	1.9643|0.0094	2.0092|0.0102	1.9853|0.0104	1.9933|0.0076	1.9991|0.0063	1.9991|0.0063	1.9982|0.0058	1.9982|0.0058	2.0055|0.0044	2.0055|0.0044	1.9902|0.0059	1.9902|0.0059	2.1051|0.005	2.0105|0.0074	3.0116|0.0074	3.0116|0.0075	2.0011|0.0095	2.0011|0.0095	3.0029|0.007	3.0029|0.007	1.9982|0.0058	1.9853|0.007	2.0034|0.0036	1.988|0.0096	2.0034|0.0036	2.0052|0.0054	2.0034|0.0036	2.0011|0.0095	2.0011|0.0095	2.0055|0.0044	1.9991|0.0063	2.0034|0.0036	1.9982|0.0058	1.988|0.0096	1.9933|0.0076
SMM-032_pair	1.9957|0.0067	1.9957|0.0067	2.0019|0.01	2.0019|0.01	1.9764|0.0096	1.9764|0.0096	1.3949|0.0102	1.3927|0.009	1.9955|0.0103	1.7767|0.0095	1.0244|0.0056	2.0175|0.0139	2.0175|0.0139	2.0052|0.0101	2.0052|0.0101	2.0167|0.0083	2.0167|0.0083	2.0051|0.0157	2.3073|0.0087	1.996|0.0088	1.996|0.0088	2.0084|0.01	2.0121|0.0103	1.9779|0.0081	1.9779|0.0081	1.9947|0.0084	1.9947|0.0084	2.0019|0.0099	2.0019|0.0099	1.9919|0.0084	1.9919|0.0084	1.9953|0.0115	1.9953|0.0115	2.0036|0.0145	2|0.0144	1.7996|0.0072	1.9959|0.012	2.009|0.0094	2.009|0.0094	1.9947|0.0084	2.0019|0.01	2.0051|0.0157	1.0005|0.0052	2.0051|0.0157	1.3927|0.009	2.3073|0.0087	1.9967|0.012	1.9967|0.012	2.0019|0.0099	1.9779|0.0081	2.0051|0.0157	1.9947|0.0084	2.0048|0.0118	2.0116|0.0102
SMM-033_pair	1.2598|0.0131	1.2598|0.0131	1.5007|0.0112	1.5007|0.0112	1.6374|0.0098	1.8535|0.0115	0.5815|0.0066	1.9824|0.0101	1.9681|0.0113	1.4005|0.0142	1.4005|0.0142	2.0098|0.0088	2.0098|0.0088	0.9357|0.0204	0.9357|0.0204	2.61|0.0122	2.61|0.0122	2.1308|0.0113	2.1308|0.0113	1.9902|0.0126	1.9902|0.0126	1.1205|0.0115	1.8887|0.0186	1.6882|0.0089	1.1091|0.0106	1.8145|0.0089	1.8145|0.0089	1.0554|0.0119	1.0554|0.0119	1.2169|0.0155	1.2169|0.0155	1.696|0.01	1.696|0.01	1.4473|0.0086	1.2683|0.0089	0.9982|0.0115	0.9982|0.0115	1.3575|0.0118	1.3575|0.0118	1.8145|0.0089	1.5007|0.0112	2.1308|0.0113	1.4005|0.0142	2.1308|0.0113	1.9824|0.0101	2.1308|0.0113	0.9982|0.0115	0.9982|0.0115	1.0554|0.0119	0.8888|0.0112	2.1308|0.0113	1.8145|0.0089	1.4005|0.0142	1.8887|0.0186
SMM-034_pair	2.0013|0.0139	2.0013|0.0139	3.0035|0.0116	2.9907|0.015	1.9959|0.0047	1.9959|0.0047	2.009|0.0142	2.0044|0.0063	3.008|0.0185	1.9508|0.0088	1.9508|0.0088	1.9934|0.0068	1.9934|0.0068	2.0176|0.0093	2.0176|0.0093	2.9707|0.0099	2.9707|0.0099	2|0.006	2|0.006	1.996|0.0067	1.996|0.0067	2.0117|0.0126	1.9487|0.0114	1.9974|0.0057	1.9974|0.0057	2.0054|0.0125	2.0054|0.0125	2.0012|0.0106	2.0012|0.0106	3.0046|0.0068	3.0046|0.0068	1.9913|0.0097	1.994|0.0088	2.9915|0.016	2.9915|0.016	1.9892|0.0073	1.7364|0.011	2.9897|0.0149	2.9897|0.0149	2.0054|0.0125	2.9907|0.015	2|0.006	1.9508|0.0088	2|0.006	2.0044|0.0063	2|0.006	1.9892|0.0073	1.9892|0.0073	2.0012|0.0106	1.9974|0.0057	2|0.006	2.0054|0.0125	1.9508|0.0088	2.0025|0.0102
SMM-035_pair	1.9261|0.0086	1.9261|0.0086	2.0766|0.0092	2.057|0.0143	1.9727|0.0122	1.9727|0.0122	1.1956|0.0123	1.9984|0.0132	1.9726|0.0133	1.7419|0.0134	0.9958|0.0142	2.0296|0.0127	2.0296|0.0127	2.0016|0.0096	2.0016|0.0097	2.1638|0.014	2.1638|0.014	2.0142|0.0119	2.0142|0.0119	1.9791|0.0126	1.9791|0.0126	1.992|0.0131	1.9157|0.0145	1.8985|0.0157	1.8985|0.0157	1.8977|0.0139	1.8977|0.0139	1.9968|0.012	1.9968|0.012	1.9122|0.0107	1.9122|0.0107	1.8836|0.0139	1.8836|0.0139	1.9937|0.015	1.9937|0.015	1.897|0.0098	1.897|0.0098	2.0613|0.0183	2.0613|0.0183	1.8977|0.0139	2.057|0.0143	2.0142|0.0119	0.9958|0.0142	2.0142|0.0119	1.9984|0.0132	2.0142|0.0119	1.897|0.0098	1.897|0.0098	1.9968|0.012	1.8985|0.0157	2.0142|0.0119	1.8977|0.0139	2.0617|0.0138	1.9157|0.0145
SMM-036_pair	2.0007|0.01	2.0007|0.01	1.9657|0.0072	0.9599|0.0055	1.9993|0.0078	1.9993|0.0078	2.0095|0.0123	1.682|0.0158	2.0041|0.0058	1.941|0.0121	1.941|0.0121	1.9571|0.0059	1.9571|0.0059	2.013|0.0059	2.013|0.0059	2.9376|0.0117	2.9376|0.0117	1.12|0.0077	3.0493|0.0136	0.001|0.1	1.2781|0.013	1.9821|0.0106	1.9353|0.0251	2.0072|0.0073	2.0018|0.0095	2.0023|0.0078	2.0023|0.0078	2.0194|0.0095	2.0194|0.0095	2.0082|0.0083	2.0082|0.0083	1.988|0.0096	0.9765|0.0049	1.9908|0.0106	1.9908|0.0106	0.968|0.0067	3.0615|0.0133	0.9797|0.0387	3.9497|0.0165	2.0023|0.0078	1.9657|0.0072	0.9419|0.0085	1.941|0.0121	0.979|0.0062	2.0086|0.0118	3.0564|0.0152	3.0615|0.0133	3.0615|0.0133	2.0194|0.0095	1.9735|0.0113	1.9888|0.0101	2.0023|0.0078	1.941|0.0121	1.9353|0.0251
SMM-039_pair	1.9825|0.0115	1.9825|0.0115	1.9347|0.0183	2.032|0.0116	2.0239|0.0131	2.0239|0.0131	1.8486|0.0133	2.0306|0.0113	2.0171|0.0105	2.0736|0.0216	2.0736|0.0216	1.9733|0.011	1.9464|0.0115	1.9524|0.0088	1.9524|0.0088	1.9438|0.012	1.901|0.0161	2.0848|0.0142	2.0848|0.0142	2.1171|0.0098	2.1171|0.0098	1.9028|0.0204	1.9247|0.0162	1.9982|0.0071	1.853|0.0165	2.0228|0.0131	2.0228|0.0131	2|0.0124	2|0.0124	2.0378|0.0085	2.0378|0.0085	2.0121|0.0074	2.0121|0.0074	2.0076|0.0093	2.0076|0.0093	2.0457|0.0062	2.0327|0.0075	2.01|0.0174	1.9849|0.0174	2.0228|0.0131	2.0406|0.0102	2.0848|0.0142	2.0736|0.0216	2.0848|0.0142	2.0262|0.01	2.0848|0.0142	2.0457|0.0062	2.0457|0.0062	2|0.0124	1.9982|0.0071	2.0848|0.0142	2.0228|0.0131	2.0736|0.0216	1.9247|0.0162
SMM-041_pair	0.9773|0.008	2|0.024	1.9987|0.0083	1.9987|0.0083	2.0093|0.0155	2.0109|0.0146	0.9678|0.0123	1.9929|0.0114	2.0049|0.0082	2.0332|0.012	0.9973|0.0063	2.0268|0.0125	2.0268|0.0125	1.9958|0.0207	1.9958|0.0207	2.0422|0.0078	2.0422|0.0078	1.4684|0.0107	3.4505|0.0153	0.9742|0.0085	0.975|0.0092	2.0125|0.0129	2.0089|0.011	1.9909|0.0186	1.9906|0.0176	1.9958|0.0107	1.9958|0.0107	0.9743|0.0082	1.9978|0.012	1.9788|0.0129	1.9899|0.0127	2.0981|0.0159	1.7506|0.0085	2.014|0.0149	2.3785|0.0155	2|0.0207	2|0.0207	1.9948|0.0169	1.9958|0.0162	1.9958|0.0107	1.9987|0.0083	2.0008|0.0121	0.9973|0.0063	0.9749|0.0073	1.9925|0.0101	4.3001|0.019	2|0.0207	2|0.0207	0.9743|0.0082	2.0113|0.012	1.9921|0.0195	1.9958|0.0107	2.0332|0.012	2.0089|0.011
SMM-043_pair	1.9288|0.0202	1.9189|0.0208	4.171|0.0459	4.1355|0.0438	2.0634|0.034	2.0549|0.0265	2.0874|0.0281	3.0531|0.0396	2.8972|0.0419	2.0927|0.0259	1.9139|0.0317	1.768|0.0524	1.8667|0.0479	2|0.0366	2|0.0366	2.6925|0.0502	2.6925|0.0502	2.0553|0.0288	2.1244|0.0276	1.9205|0.0442	2.0651|0.026	2.0418|0.0431	1.7567|0.0394	1.9379|0.0192	2.1278|0.0317	3.1237|0.0344	3.1643|0.0461	2.0527|0.0378	2.1939|0.0372	3.1432|0.0322	3.1776|0.0345	2.2304|0.0339	1.6292|0.0358	1.6227|0.044	2.1679|0.0411	2.104|0.0253	2.104|0.0253	3.2197|0.0399	3.0005|0.0495	2.9018|0.0493	4.2511|0.0328	2.1181|0.0256	1.913|0.0315	2.1181|0.0256	3.0531|0.0396	2.0842|0.0279	2.104|0.0253	2.104|0.0253	1.3455|0.0411	2.0024|0.0356	2.0842|0.0279	3.2064|0.0563	2.0927|0.0259	1.8717|0.0358
SMM-045_pair	1.9871|0.0089	1.9871|0.0089	4.0178|0.014	4.0159|0.0132	1.9983|0.0143	1.9983|0.0143	1.9802|0.0094	2.0071|0.0078	3.0804|0.0151	1.9958|0.0112	1.9958|0.0112	2.0072|0.0149	2.0072|0.0149	1.9897|0.0121	1.9897|0.0121	3.0198|0.0091	3.0198|0.0091	2.0038|0.008	1.9877|0.015	1.9801|0.0107	2.0424|0.0138	2.0003|0.0224	1.998|0.0116	2|0.0165	2|0.0165	3.0075|0.019	3.0075|0.019	1.9944|0.0125	1.9944|0.0125	2.9975|0.0141	2.9975|0.0141	2.9988|0.0107	2.6175|0.011	2.7217|0.0133	1.9904|0.0098	2.2167|0.0098	2.2167|0.0098	3.0095|0.0119	3.0095|0.0119	3.0075|0.019	4.0159|0.0132	2.0055|0.0072	1.9958|0.0112	2.0055|0.0072	2.0071|0.0078	1.9877|0.015	2.2167|0.0098	2.2167|0.0098	1.9944|0.0125	2|0.0165	1.9877|0.015	3.0075|0.019	1.9958|0.0112	1.998|0.0116
SMM-046_pair	1.7726|0.0121	1.7726|0.0121	2|0.0135	2|0.0135	1.8611|0.0088	1.8611|0.0088	1.4971|0.0101	1.9674|0.0094	2.6123|0.0106	0.761|0.0139	1.5833|0.0142	1.5243|0.0126	1.5243|0.0126	2.5603|0.01	2.5603|0.01	1.0036|0.008	1.0036|0.008	1.9984|0.0167	3.0026|0.0097	1.8176|0.0105	1.8176|0.0105	0.843|0.0105	1.0928|0.0166	2.4004|0.0108	2.4004|0.0108	2.2949|0.009	2.2949|0.009	2.4284|0.0069	2.4284|0.0069	2.3073|0.0121	2.3073|0.0121	1.7687|0.011	1.7687|0.011	2.1443|0.012	2.1443|0.012	1.6097|0.0148	1.6035|0.0131	2.3601|0.0132	2.3601|0.0132	2.2949|0.009	2|0.0135	1.9984|0.0167	1.5833|0.0142	1.9984|0.0167	1.9674|0.0094	1.9984|0.0167	1.6035|0.0131	1.6035|0.0131	2.4284|0.0069	2.4004|0.0108	1.9984|0.0167	2.2949|0.009	0|0.0136	1.0928|0.0166
SMM-047_pair	1.9905|0.0123	1.9905|0.0123	5.834|0.0107	5.834|0.0107	2|0.0095	2|0.0095	1.1021|0.0104	2.0242|0.0131	5.9792|0.0102	1.7423|0.0081	0.5804|0.0093	1.0006|0.0089	1.8588|0.0066	2.0789|0.0138	2.0789|0.0138	5.4179|0.0131	5.4179|0.0131	0.9447|0.0082	2.0871|0.007	2.0036|0.0131	1.9506|0.0131	1.8554|0.0134	1.6791|0.0088	2.0266|0.0081	2.0266|0.0081	2.0312|0.0075	5.7835|0.0153	2.0596|0.0087	2.0596|0.0087	6.0333|0.012	6.0333|0.012	2.0489|0.0114	2.0489|0.0114	5.9276|0.0124	5.9447|0.0106	1.992|0.0074	1.9575|0.0076	5.9501|0.013	5.9501|0.013	5.7835|0.0153	5.834|0.0107	1.9928|0.0076	0.7014|0.0088	0.9447|0.0082	2.0242|0.0131	2.0871|0.007	1.992|0.0074	1.992|0.0074	2.0596|0.0087	2.0266|0.0081	0.9447|0.0082	5.7835|0.0153	1.8378|0.008	1.6791|0.0088
