idx	boot_n	sample
597	1	MMRF_2231_1_BM_CD138pos_pair
161	1	MMRF_1318_1_BM_CD138pos_pair
684	1	MMRF_2412_1_BM_CD138pos_pair
596	1	MMRF_2230_1_BM_CD138pos_pair
884	1	MMRF_2769_1_BM_CD138pos_pair
789	1	MMRF_2609_1_BM_CD138pos_pair
205	1	MMRF_1432_1_BM_CD138pos_pair
981	1	SMM-039_pair
961	1	SMM-015_pair
457	1	MMRF_1927_1_BM_CD138pos_pair
191	1	MMRF_1389_1_BM_CD138pos_pair
604	1	MMRF_2245_1_BM_CD138pos_pair
201	1	MMRF_1424_1_BM_CD138pos_pair
1063	1	Tumor_Only_047_pair
515	1	MMRF_2068_1_BM_CD138pos_pair
712	1	MMRF_2468_1_BM_CD138pos_pair
908	1	MMRF_2816_1_BM_CD138pos_pair
313	1	MMRF_1656_1_BM_CD138pos_pair
539	1	MMRF_2116_1_BM_CD138pos_pair
640	1	MMRF_2314_1_BM_CD138pos_pair
74	1	SCI042
238	1	MMRF_1522_1_BM_CD138pos_pair
469	1	MMRF_1965_1_BM_CD138pos_pair
218	1	MMRF_1461_1_BM_CD138pos_pair
1027	1	Tumor_Only_008_pair
4	1	SCI004
237	1	MMRF_1519_1_BM_CD138pos_pair
606	1	MMRF_2250_1_BM_CD138pos_pair
955	1	SMM-007_pair
1132	1	SCI075
251	1	MMRF_1546_1_BM_CD138pos_pair
583	1	MMRF_2207_1_BM_CD138pos_pair
1087	1	Tumor_Only_073_pair
406	1	MMRF_1824_1_BM_CD138pos_pair
141	1	MMRF_1261_1_BM_CD138pos_pair
167	1	MMRF_1328_1_BM_CD138pos_pair
650	1	MMRF_2331_1_BM_CD138pos_pair
732	1	MMRF_2501_1_BM_CD138pos_pair
388	1	MMRF_1794_1_BM_CD138pos_pair
1074	1	Tumor_Only_059_pair
708	1	MMRF_2459_1_BM_CD138pos_pair
1009	1	SMM-080_pair
476	1	MMRF_1981_1_BM_CD138pos_pair
391	1	MMRF_1797_1_BM_CD138pos_pair
433	1	MMRF_1866_1_BM_CD138pos_pair
677	1	MMRF_2400_1_BM_CD138pos_pair
951	1	SMM-003_pair
22	1	SCI023
40	1	CTF030
551	1	MMRF_2141_1_BM_CD138pos_pair
1010	1	SMM-082_pair
260	1	MMRF_1572_1_BM_CD138pos_pair
801	1	MMRF_2641_1_BM_CD138pos_pair
756	1	MMRF_2546_1_BM_CD138pos_pair
832	1	MMRF_2698_1_BM_CD138pos_pair
208	1	MMRF_1436_1_BM_CD138pos_pair
508	1	MMRF_2055_1_BM_CD138pos_pair
129	1	MMRF_1188_1_BM_CD138pos_pair
1088	1	Tumor_Only_074_pair
852	1	MMRF_2728_1_BM_CD138pos_pair
815	1	MMRF_2666_1_BM_CD138pos_pair
842	1	MMRF_2709_1_BM_CD138pos_pair
469	1	MMRF_1965_1_BM_CD138pos_pair
77	1	SCI045
107	1	MMRF_1082_1_BM_CD138pos_pair
1101	1	Tumor_Only_088_pair
567	1	MMRF_2180_1_BM_CD138pos_pair
196	1	MMRF_1401_1_BM_CD138pos_pair
1153	1	SCI097
352	1	MMRF_1733_1_BM_CD138pos_pair
953	1	SMM-005_pair
169	1	MMRF_1332_1_BM_CD138pos_pair
699	1	MMRF_2444_1_BM_CD138pos_pair
832	1	MMRF_2698_1_BM_CD138pos_pair
1095	1	Tumor_Only_082_pair
736	1	MMRF_2506_1_BM_CD138pos_pair
195	1	MMRF_1395_1_BM_CD138pos_pair
807	1	MMRF_2651_1_BM_CD138pos_pair
249	1	MMRF_1542_1_BM_CD138pos_pair
363	1	MMRF_1758_1_BM_CD138pos_pair
171	1	MMRF_1339_1_BM_CD138pos_pair
519	1	MMRF_2080_1_BM_CD138pos_pair
981	1	SMM-039_pair
1073	1	Tumor_Only_058_pair
722	1	MMRF_2485_1_BM_CD138pos_pair
646	1	MMRF_2327_1_BM_CD138pos_pair
217	1	MMRF_1460_1_BM_CD138pos_pair
1003	1	SMM-070_pair
820	1	MMRF_2677_1_BM_CD138pos_pair
806	1	MMRF_2650_1_BM_CD138pos_pair
561	1	MMRF_2168_1_BM_CD138pos_pair
783	1	MMRF_2598_1_BM_CD138pos_pair
1131	1	SCI074
974	1	SMM-030_pair
347	1	MMRF_1723_1_BM_CD138pos_pair
872	1	MMRF_2755_1_BM_CD138pos_pair
54	1	CTF052
594	1	MMRF_2226_1_BM_CD138pos_pair
182	1	MMRF_1360_1_BM_CD138pos_pair
899	1	MMRF_2794_1_BM_CD138pos_pair
979	1	SMM-035_pair
395	1	MMRF_1807_1_BM_CD138pos_pair
413	1	MMRF_1835_1_BM_CD138pos_pair
526	1	MMRF_2091_1_BM_CD138pos_pair
336	1	MMRF_1706_1_BM_CD138pos_pair
401	1	MMRF_1817_1_BM_CD138pos_pair
857	1	MMRF_2733_1_BM_CD138pos_pair
870	1	MMRF_2753_1_BM_CD138pos_pair
1118	1	SCI061
795	1	MMRF_2631_1_BM_CD138pos_pair
378	1	MMRF_1781_1_BM_CD138pos_pair
354	1	MMRF_1736_1_BM_CD138pos_pair
970	1	SMM-025_pair
1110	1	Tumor_Only_097_pair
383	1	MMRF_1786_1_BM_CD138pos_pair
1052	1	Tumor_Only_034_pair
840	1	MMRF_2707_1_BM_CD138pos_pair
393	1	MMRF_1802_1_BM_CD138pos_pair
202	1	MMRF_1425_1_BM_CD138pos_pair
545	1	MMRF_2128_1_BM_CD138pos_pair
934	1	PD47561a
781	1	MMRF_2596_1_BM_CD138pos_pair
325	1	MMRF_1680_1_BM_CD138pos_pair
1129	1	SCI072
304	1	MMRF_1645_1_BM_CD138pos_pair
254	1	MMRF_1555_1_BM_CD138pos_pair
25	1	SCI028
591	1	MMRF_2223_1_BM_CD138pos_pair
445	1	MMRF_1893_1_BM_CD138pos_pair
656	1	MMRF_2344_1_BM_CD138pos_pair
231	1	MMRF_1505_1_BM_CD138pos_pair
893	1	MMRF_2782_1_BM_CD138pos_pair
93	1	MMRF_1033_1_BM_CD138pos_pair
25	1	SCI028
818	1	MMRF_2670_1_BM_CD138pos_pair
657	1	MMRF_2352_1_BM_CD138pos_pair
739	1	MMRF_2514_1_BM_CD138pos_pair
265	1	MMRF_1579_1_BM_CD138pos_pair
955	1	SMM-007_pair
1001	1	SMM-067_pair
1134	1	SCI077
836	1	MMRF_2703_1_BM_CD138pos_pair
9	1	SCI010
1012	1	SMM-084_pair
777	1	MMRF_2590_1_BM_CD138pos_pair
663	1	MMRF_2367_1_BM_CD138pos_pair
894	1	MMRF_2787_1_BM_CD138pos_pair
1038	1	Tumor_Only_019_pair
58	1	CTF062
708	1	MMRF_2459_1_BM_CD138pos_pair
424	1	MMRF_1854_1_BM_CD138pos_pair
466	1	MMRF_1957_1_BM_CD138pos_pair
1003	1	SMM-070_pair
759	1	MMRF_2557_1_BM_CD138pos_pair
350	1	MMRF_1727_1_BM_CD138pos_pair
851	1	MMRF_2727_1_BM_CD138pos_pair
1023	1	Tumor_Only_004_pair
795	1	MMRF_2631_1_BM_CD138pos_pair
89	1	MMRF_1029_1_BM_CD138pos_pair
699	1	MMRF_2444_1_BM_CD138pos_pair
703	1	MMRF_2453_1_BM_CD138pos_pair
624	1	MMRF_2288_1_BM_CD138pos_pair
660	1	MMRF_2364_1_BM_CD138pos_pair
784	1	MMRF_2601_1_BM_CD138pos_pair
915	1	MMRF_2823_1_BM_CD138pos_pair
519	1	MMRF_2080_1_BM_CD138pos_pair
938	1	PD47572a
642	1	MMRF_2317_1_BM_CD138pos_pair
1129	1	SCI072
524	1	MMRF_2089_1_BM_CD138pos_pair
851	1	MMRF_2727_1_BM_CD138pos_pair
1065	1	Tumor_Only_049_pair
791	1	MMRF_2614_1_BM_CD138pos_pair
219	1	MMRF_1462_1_BM_CD138pos_pair
953	1	SMM-005_pair
868	1	MMRF_2751_1_BM_CD138pos_pair
104	1	MMRF_1077_1_BM_CD138pos_pair
159	1	MMRF_1311_1_BM_CD138pos_pair
1137	1	SCI080
392	1	MMRF_1801_1_BM_CD138pos_pair
1011	1	SMM-083_pair
282	1	MMRF_1610_1_BM_CD138pos_pair
806	1	MMRF_2650_1_BM_CD138pos_pair
1016	1	SMM-088_pair
54	1	CTF052
153	1	MMRF_1293_1_BM_CD138pos_pair
700	1	MMRF_2445_1_BM_CD138pos_pair
979	1	SMM-035_pair
1118	1	SCI061
564	1	MMRF_2173_1_BM_CD138pos_pair
163	1	MMRF_1323_1_BM_CD138pos_pair
530	1	MMRF_2098_1_BM_CD138pos_pair
984	1	SMM-045_pair
514	1	MMRF_2063_1_BM_CD138pos_pair
859	1	MMRF_2737_1_BM_CD138pos_pair
201	1	MMRF_1424_1_BM_CD138pos_pair
413	1	MMRF_1835_1_BM_CD138pos_pair
234	1	MMRF_1511_1_BM_CD138pos_pair
835	1	MMRF_2702_1_BM_CD138pos_pair
938	1	PD47572a
116	1	MMRF_1129_1_BM_CD138pos_pair
815	1	MMRF_2666_1_BM_CD138pos_pair
671	1	MMRF_2384_1_BM_CD138pos_pair
1052	1	Tumor_Only_034_pair
569	1	MMRF_2183_1_BM_CD138pos_pair
302	1	MMRF_1643_1_BM_CD138pos_pair
130	1	MMRF_1189_1_BM_CD138pos_pair
829	1	MMRF_2694_1_BM_CD138pos_pair
378	1	MMRF_1781_1_BM_CD138pos_pair
155	1	MMRF_1304_1_BM_CD138pos_pair
724	1	MMRF_2487_1_BM_CD138pos_pair
695	1	MMRF_2437_1_BM_CD138pos_pair
422	1	MMRF_1850_1_BM_CD138pos_pair
451	1	MMRF_1915_1_BM_CD138pos_pair
1116	1	SCI058
257	1	MMRF_1565_1_BM_CD138pos_pair
670	1	MMRF_2383_1_BM_CD138pos_pair
698	1	MMRF_2442_1_BM_CD138pos_pair
169	1	MMRF_1332_1_BM_CD138pos_pair
853	1	MMRF_2729_1_BM_CD138pos_pair
1005	1	SMM-073_pair
471	1	MMRF_1970_1_BM_CD138pos_pair
173	1	MMRF_1344_1_BM_CD138pos_pair
659	1	MMRF_2362_1_BM_CD138pos_pair
747	1	MMRF_2525_1_BM_CD138pos_pair
999	1	SMM-062_pair
306	1	MMRF_1647_1_BM_CD138pos_pair
98	1	MMRF_1049_1_BM_CD138pos_pair
1080	1	Tumor_Only_065_pair
819	1	MMRF_2676_1_BM_CD138pos_pair
171	1	MMRF_1339_1_BM_CD138pos_pair
334	1	MMRF_1700_1_BM_CD138pos_pair
520	1	MMRF_2081_1_BM_CD138pos_pair
936	1	PD47567a
501	1	MMRF_2038_1_BM_CD138pos_pair
755	1	MMRF_2545_1_BM_CD138pos_pair
679	1	MMRF_2404_1_BM_CD138pos_pair
851	1	MMRF_2727_1_BM_CD138pos_pair
457	1	MMRF_1927_1_BM_CD138pos_pair
141	1	MMRF_1261_1_BM_CD138pos_pair
1075	1	Tumor_Only_060_pair
150	1	MMRF_1285_1_BM_CD138pos_pair
176	1	MMRF_1352_1_BM_CD138pos_pair
76	1	SCI044
842	1	MMRF_2709_1_BM_CD138pos_pair
1051	1	Tumor_Only_033_pair
697	1	MMRF_2440_1_BM_CD138pos_pair
979	1	SMM-035_pair
1149	1	pM4175
198	1	MMRF_1408_1_BM_CD138pos_pair
716	1	MMRF_2473_1_BM_CD138pos_pair
748	1	MMRF_2531_1_BM_CD138pos_pair
63	1	SCI034
192	1	MMRF_1391_1_BM_CD138pos_pair
822	1	MMRF_2679_1_BM_CD138pos_pair
530	1	MMRF_2098_1_BM_CD138pos_pair
728	1	MMRF_2493_1_BM_CD138pos_pair
525	1	MMRF_2090_1_BM_CD138pos_pair
920	1	MMRF_2830_1_BM_CD138pos_pair
465	1	MMRF_1955_1_BM_CD138pos_pair
756	1	MMRF_2546_1_BM_CD138pos_pair
1006	1	SMM-075_pair
214	1	MMRF_1451_1_BM_CD138pos_pair
53	1	CTF051
1122	1	SCI065
195	1	MMRF_1395_1_BM_CD138pos_pair
328	1	MMRF_1686_1_BM_CD138pos_pair
625	1	MMRF_2289_1_BM_CD138pos_pair
12	1	SCI013
55	1	CTF056
790	1	MMRF_2613_1_BM_CD138pos_pair
558	1	MMRF_2153_1_BM_CD138pos_pair
465	1	MMRF_1955_1_BM_CD138pos_pair
634	1	MMRF_2305_1_BM_CD138pos_pair
337	1	MMRF_1710_1_BM_CD138pos_pair
967	1	SMM-022_pair
159	1	MMRF_1311_1_BM_CD138pos_pair
759	1	MMRF_2557_1_BM_CD138pos_pair
530	1	MMRF_2098_1_BM_CD138pos_pair
859	1	MMRF_2737_1_BM_CD138pos_pair
671	1	MMRF_2384_1_BM_CD138pos_pair
937	1	PD47570a
263	1	MMRF_1576_1_BM_CD138pos_pair
487	1	MMRF_1999_1_BM_CD138pos_pair
423	1	MMRF_1851_1_BM_CD138pos_pair
960	1	SMM-013_pair
96	1	MMRF_1045_1_BM_CD138pos_pair
1015	1	SMM-087_pair
925	1	MMRF_2835_1_BM_CD138pos_pair
283	1	MMRF_1613_1_BM_CD138pos_pair
1150	1	SCI094
1130	1	SCI073
90	1	MMRF_1030_1_BM_CD138pos_pair
438	1	MMRF_1880_1_BM_CD138pos_pair
408	1	MMRF_1830_1_BM_CD138pos_pair
838	1	MMRF_2705_1_BM_CD138pos_pair
405	1	MMRF_1823_1_BM_CD138pos_pair
1115	1	SCI057
297	1	MMRF_1637_1_BM_CD138pos_pair
836	1	MMRF_2703_1_BM_CD138pos_pair
567	1	MMRF_2180_1_BM_CD138pos_pair
331	1	MMRF_1694_1_BM_CD138pos_pair
669	1	MMRF_2380_1_BM_CD138pos_pair
511	1	MMRF_2059_1_BM_CD138pos_pair
529	1	MMRF_2097_1_BM_CD138pos_pair
61	1	SCI032
1148	1	SCI093
1146	1	SCI090
134	1	MMRF_1216_1_BM_CD138pos_pair
402	1	MMRF_1819_1_BM_CD138pos_pair
902	1	MMRF_2801_1_BM_CD138pos_pair
168	1	MMRF_1331_1_BM_CD138pos_pair
566	1	MMRF_2176_1_BM_CD138pos_pair
485	1	MMRF_1997_1_BM_CD138pos_pair
1123	1	SCI066
755	1	MMRF_2545_1_BM_CD138pos_pair
294	1	MMRF_1630_1_BM_CD138pos_pair
1170	1	SCI114
910	1	MMRF_2818_1_BM_CD138pos_pair
321	1	MMRF_1674_1_BM_CD138pos_pair
824	1	MMRF_2681_1_BM_CD138pos_pair
224	1	MMRF_1485_1_BM_CD138pos_pair
598	1	MMRF_2232_1_BM_CD138pos_pair
900	1	MMRF_2795_1_BM_CD138pos_pair
693	1	MMRF_2433_1_BM_CD138pos_pair
159	1	MMRF_1311_1_BM_CD138pos_pair
782	1	MMRF_2597_1_BM_CD138pos_pair
743	1	MMRF_2519_1_BM_CD138pos_pair
918	1	MMRF_2828_1_BM_CD138pos_pair
870	1	MMRF_2753_1_BM_CD138pos_pair
1113	1	SCI055
203	1	MMRF_1426_1_BM_CD138pos_pair
450	1	MMRF_1911_1_BM_CD138pos_pair
823	1	MMRF_2680_1_BM_CD138pos_pair
6	1	SCI006
1065	1	Tumor_Only_049_pair
606	1	MMRF_2250_1_BM_CD138pos_pair
235	1	MMRF_1512_1_BM_CD138pos_pair
255	1	MMRF_1560_1_BM_CD138pos_pair
1098	1	Tumor_Only_085_pair
784	1	MMRF_2601_1_BM_CD138pos_pair
905	1	MMRF_2808_1_BM_CD138pos_pair
104	1	MMRF_1077_1_BM_CD138pos_pair
1072	1	Tumor_Only_057_pair
135	1	MMRF_1231_1_BM_CD138pos_pair
142	1	MMRF_1266_1_BM_CD138pos_pair
153	1	MMRF_1293_1_BM_CD138pos_pair
665	1	MMRF_2373_1_BM_CD138pos_pair
481	1	MMRF_1991_1_BM_CD138pos_pair
729	1	MMRF_2497_1_BM_CD138pos_pair
143	1	MMRF_1267_1_BM_CD138pos_pair
485	1	MMRF_1997_1_BM_CD138pos_pair
774	1	MMRF_2583_1_BM_CD138pos_pair
61	1	SCI032
402	1	MMRF_1819_1_BM_CD138pos_pair
164	1	MMRF_1324_1_BM_CD138pos_pair
525	1	MMRF_2090_1_BM_CD138pos_pair
1106	1	Tumor_Only_093_pair
817	1	MMRF_2669_1_BM_CD138pos_pair
1007	1	SMM-077_pair
570	1	MMRF_2185_1_BM_CD138pos_pair
287	1	MMRF_1621_1_BM_CD138pos_pair
551	1	MMRF_2141_1_BM_CD138pos_pair
697	1	MMRF_2440_1_BM_CD138pos_pair
546	1	MMRF_2129_1_BM_CD138pos_pair
114	1	MMRF_1107_1_BM_CD138pos_pair
453	1	MMRF_1917_1_BM_CD138pos_pair
438	1	MMRF_1880_1_BM_CD138pos_pair
113	1	MMRF_1100_1_BM_CD138pos_pair
615	1	MMRF_2269_1_BM_CD138pos_pair
288	1	MMRF_1622_1_BM_CD138pos_pair
174	1	MMRF_1348_1_BM_CD138pos_pair
1002	1	SMM-069_pair
86	1	SCI054
662	1	MMRF_2366_1_BM_CD138pos_pair
316	1	MMRF_1665_1_BM_CD138pos_pair
698	1	MMRF_2442_1_BM_CD138pos_pair
561	1	MMRF_2168_1_BM_CD138pos_pair
344	1	MMRF_1720_1_BM_CD138pos_pair
514	1	MMRF_2063_1_BM_CD138pos_pair
68	1	IID_H196061_T01
649	1	MMRF_2330_1_BM_CD138pos_pair
591	1	MMRF_2223_1_BM_CD138pos_pair
1131	1	SCI074
370	1	MMRF_1771_1_BM_CD138pos_pair
775	1	MMRF_2584_1_BM_CD138pos_pair
754	1	MMRF_2543_1_BM_CD138pos_pair
452	1	MMRF_1916_1_BM_CD138pos_pair
993	1	SMM-054_pair
949	1	SMM-001_pair
568	1	MMRF_2181_1_BM_CD138pos_pair
23	1	SCI025
1031	1	Tumor_Only_012_pair
883	1	MMRF_2768_1_BM_CD138pos_pair
27	1	CTF001
94	1	MMRF_1037_1_BM_CD138pos_pair
713	1	MMRF_2469_1_BM_CD138pos_pair
887	1	MMRF_2774_1_BM_CD138pos_pair
545	1	MMRF_2128_1_BM_CD138pos_pair
1003	1	SMM-070_pair
216	1	MMRF_1454_1_BM_CD138pos_pair
659	1	MMRF_2362_1_BM_CD138pos_pair
11	1	SCI012
938	1	PD47572a
747	1	MMRF_2525_1_BM_CD138pos_pair
717	1	MMRF_2475_1_BM_CD138pos_pair
895	1	MMRF_2788_1_BM_CD138pos_pair
193	1	MMRF_1392_1_BM_CD138pos_pair
66	1	SCI037
364	1	MMRF_1759_1_BM_CD138pos_pair
985	1	SMM-046_pair
635	1	MMRF_2306_1_BM_CD138pos_pair
602	1	MMRF_2240_1_BM_CD138pos_pair
704	1	MMRF_2455_1_BM_CD138pos_pair
785	1	MMRF_2602_1_BM_CD138pos_pair
154	1	MMRF_1300_1_BM_CD138pos_pair
543	1	MMRF_2125_1_BM_CD138pos_pair
623	1	MMRF_2286_1_BM_CD138pos_pair
1083	1	Tumor_Only_068_pair
725	1	MMRF_2488_1_BM_CD138pos_pair
624	1	MMRF_2288_1_BM_CD138pos_pair
762	1	MMRF_2563_1_BM_CD138pos_pair
419	1	MMRF_1845_1_BM_CD138pos_pair
937	1	PD47570a
101	1	MMRF_1061_1_BM_CD138pos_pair
300	1	MMRF_1641_1_BM_CD138pos_pair
805	1	MMRF_2647_1_BM_CD138pos_pair
54	1	CTF052
247	1	MMRF_1539_1_BM_CD138pos_pair
787	1	MMRF_2605_1_BM_CD138pos_pair
454	1	MMRF_1918_1_BM_CD138pos_pair
514	1	MMRF_2063_1_BM_CD138pos_pair
320	1	MMRF_1672_1_BM_CD138pos_pair
1100	1	Tumor_Only_087_pair
423	1	MMRF_1851_1_BM_CD138pos_pair
817	1	MMRF_2669_1_BM_CD138pos_pair
33	1	CTF011
628	1	MMRF_2292_1_BM_CD138pos_pair
1112	1	Tumor_Only_100_pair
32	1	CTF010
1114	1	SCI056
355	1	MMRF_1738_1_BM_CD138pos_pair
636	1	MMRF_2307_1_BM_CD138pos_pair
480	1	MMRF_1988_1_BM_CD138pos_pair
787	1	MMRF_2605_1_BM_CD138pos_pair
995	1	SMM-056_pair
169	1	MMRF_1332_1_BM_CD138pos_pair
736	1	MMRF_2506_1_BM_CD138pos_pair
592	1	MMRF_2224_1_BM_CD138pos_pair
281	1	MMRF_1608_1_BM_CD138pos_pair
164	1	MMRF_1324_1_BM_CD138pos_pair
447	1	MMRF_1900_1_BM_CD138pos_pair
702	1	MMRF_2449_1_BM_CD138pos_pair
353	1	MMRF_1735_1_BM_CD138pos_pair
141	1	MMRF_1261_1_BM_CD138pos_pair
1144	1	SCI088
778	1	MMRF_2592_1_BM_CD138pos_pair
278	1	MMRF_1603_1_BM_CD138pos_pair
1016	1	SMM-088_pair
710	1	MMRF_2464_1_BM_CD138pos_pair
411	1	MMRF_1833_1_BM_CD138pos_pair
674	1	MMRF_2394_1_BM_CD138pos_pair
813	1	MMRF_2664_1_BM_CD138pos_pair
728	1	MMRF_2493_1_BM_CD138pos_pair
101	1	MMRF_1061_1_BM_CD138pos_pair
122	1	MMRF_1167_1_BM_CD138pos_pair
957	1	SMM-010_pair
489	1	MMRF_2001_1_BM_CD138pos_pair
383	1	MMRF_1786_1_BM_CD138pos_pair
816	1	MMRF_2667_1_BM_CD138pos_pair
412	1	MMRF_1834_1_BM_CD138pos_pair
1109	1	Tumor_Only_096_pair
856	1	MMRF_2732_1_BM_CD138pos_pair
864	1	MMRF_2743_1_BM_CD138pos_pair
119	1	MMRF_1153_1_BM_CD138pos_pair
918	1	MMRF_2828_1_BM_CD138pos_pair
901	1	MMRF_2799_1_BM_CD138pos_pair
253	1	MMRF_1550_1_BM_CD138pos_pair
419	1	MMRF_1845_1_BM_CD138pos_pair
278	1	MMRF_1603_1_BM_CD138pos_pair
264	1	MMRF_1577_1_BM_CD138pos_pair
483	1	MMRF_1994_1_BM_CD138pos_pair
696	1	MMRF_2438_1_BM_CD138pos_pair
508	1	MMRF_2055_1_BM_CD138pos_pair
906	1	MMRF_2814_1_BM_CD138pos_pair
767	1	MMRF_2572_1_BM_CD138pos_pair
1143	1	SCI085
345	1	MMRF_1721_1_BM_CD138pos_pair
739	1	MMRF_2514_1_BM_CD138pos_pair
244	1	MMRF_1535_1_BM_CD138pos_pair
859	1	MMRF_2737_1_BM_CD138pos_pair
23	1	SCI025
365	1	MMRF_1760_1_BM_CD138pos_pair
972	1	SMM-027_pair
725	1	MMRF_2488_1_BM_CD138pos_pair
768	1	MMRF_2573_1_BM_CD138pos_pair
381	1	MMRF_1784_1_BM_CD138pos_pair
262	1	MMRF_1574_1_BM_CD138pos_pair
767	1	MMRF_2572_1_BM_CD138pos_pair
1005	1	SMM-073_pair
69	1	IID_H196062_T01
430	1	MMRF_1861_1_BM_CD138pos_pair
358	1	MMRF_1744_1_BM_CD138pos_pair
