ID	chr_10p	chr_10q	chr_11p	chr_11q	chr_12p	chr_12q	chr_13q	chr_14q	chr_15q	chr_16p	chr_16q	chr_17p	chr_17q	chr_18p	chr_18q	chr_19p	chr_19q	chr_1p	chr_1q	chr_20p	chr_20q	chr_21q	chr_22q	chr_2p	chr_2q	chr_3p	chr_3q	chr_4p	chr_4q	chr_5p	chr_5q	chr_6p	chr_6q	chr_7p	chr_7q	chr_8p	chr_8q	chr_9p	chr_9q	chr_3q_BCL6	chr_11q_BIRC2	chr_1p_CDKN2C	chr_16q_CYLD	chr_1p_EVI5	chr_14q_MAX	chr_1q_MCL1	chr_8q_MYC_amp	chr_8q_MYC_del	chr_4p_NSD2	chr_2q_SP140	chr_1p_TENT5C	chr_3q_TERC	chr_16p_BCMA	chr_22q_XBP1
CTF042	1.9948|0.003	1.9888|0.002	2.0073|0.0017	2.0073|0.0017	2.0303|0.003	2.0185|0.0017	1.0268|0.0019	1.5534|0.0035	1.9952|0.0024	1.9888|0.006	2.0158|0.0029	2.0072|0.004	1.9911|0.0037	2.0001|0.0048	2.022|0.0036	1.9969|0.0042	2.0122|0.003	2.0258|0.0013	2.0258|0.0013	2.0013|0.0036	2.0162|0.004	1.9936|0.0033	1.9847|0.0034	1.9975|0.0035	1.9839|0.0016	1.9929|0.003	1.9768|0.0023	2.0117|0.0027	2.0013|0.0016	1.9922|0.0014	1.9922|0.0014	2.0022|0.0037	2.0108|0.0016	2.0074|0.0024	2.0015|0.0022	1.9975|0.0016	1.9975|0.0016	1.985|0.0018	1.985|0.0018	1.9759|0.0019	2.0073|0.0017	2.0258|0.0013	2.0158|0.0029	2.0258|0.0013	1.5534|0.0035	2.0258|0.0013	1.9975|0.0016	1.9975|0.0016	2.0119|0.0027	1.9837|0.0015	2.0258|0.0013	1.9759|0.0019	1.9787|0.0049	1.9847|0.0034
CTF043	2.0026|0.004	1.9987|0.0023	2.0061|0.0031	1.995|0.0021	1.983|0.0017	1.9772|0.0022	1.029|0.0018	1.9771|0.0019	1.9868|0.002	1.9662|0.0038	1.9022|0.014	1.9715|0.0044	1.9756|0.0031	2.016|0.0021	2.016|0.0021	2.5003|0.0038	2.5121|0.0036	1.9901|0.0026	1.948|0.0179	1.988|0.0023	1.988|0.0023	2.0048|0.0031	1.9674|0.0059	1.9984|0.0019	2.0027|0.0014	1.9827|0.0015	1.9815|0.0015	1.9969|0.0025	2.0093|0.0015	2.0044|0.0013	2.0044|0.0013	2.0292|0.0029	2.0344|0.0015	1.9956|0.0014	1.9956|0.0014	2.0121|0.0025	2.0114|0.0015	1.9994|0.0016	1.9994|0.0016	1.9821|0.0013	1.9944|0.002	1.994|0.0017	2.0045|0.0027	1.994|0.0017	1.9771|0.0019	2.0081|0.0018	2.0114|0.0015	2.0114|0.0015	1.9966|0.0025	2.0027|0.0014	1.994|0.0017	1.9821|0.0013	1.971|0.003	1.9619|0.0036
CTF044	1.9797|0.0042	1.9869|0.0032	2.0796|0.0015	2.0796|0.0015	1.9943|0.0036	1.9872|0.0017	1.0265|0.0018	1.9671|0.0019	2.0153|0.002	1.8714|0.0021	1.875|0.0027	2.0341|0.0041	2.031|0.0034	2.0055|0.0044	2.0784|0.0023	2.0529|0.0024	2.0529|0.0024	1.9663|0.0024	1.9794|0.0045	1.0418|0.0023	1.0418|0.0023	2.0669|0.0053	1.0329|0.0042	1.8184|0.0011	1.8184|0.0011	1.9798|0.0012	1.9798|0.0012	2.0406|0.0025	2.0185|0.0015	2.33|0.0016	2.339|0.0019	2.0399|0.0036	1.6494|0.0031	2.35|0.0018	2.3489|0.0026	1.9712|0.0025	1.9651|0.0015	1.5424|0.0051	2.5333|0.0027	1.9798|0.0012	2.0796|0.0015	1.9644|0.0017	1.8714|0.0021	1.9644|0.0017	1.9671|0.0019	1.9781|0.0018	1.9651|0.0015	1.9651|0.0015	2.0408|0.0025	1.8184|0.0011	1.9644|0.0017	1.9798|0.0012	1.8714|0.0021	1.0323|0.0034
CTF045	2.0053|0.0039	2.0012|0.0018	2.0068|0.0021	2.066|0.0022	1.9988|0.0042	1.9977|0.0018	1.0191|0.0018	2.041|0.0024	2.0049|0.002	1.9969|0.0038	2.0024|0.0027	1.9973|0.0028	2.0063|0.0031	2.0128|0.002	2.0128|0.002	1.9904|0.0036	2.0089|0.0032	2.0023|0.0022	2.0113|0.005	2.0018|0.0023	2.0018|0.0023	2.0015|0.0031	1.9611|0.0046	2.0027|0.0018	2.0046|0.0015	1.9949|0.0013	1.994|0.0015	2.0961|0.0013	2.0961|0.0013	2.0138|0.0029	2.0089|0.0014	2.0024|0.0034	2.0035|0.0017	2.0006|0.0014	2.0006|0.0014	2.001|0.0015	2.001|0.0015	2.9932|0.0017	2.9899|0.0021	1.9949|0.0013	2.066|0.0022	2.0033|0.0017	2.0024|0.0027	2.0033|0.0017	2.0401|0.0019	2.0075|0.0018	2.001|0.0015	2.001|0.0015	2.0961|0.0013	2.0045|0.0014	2.0033|0.0017	1.9949|0.0013	1.9962|0.0031	1.9552|0.0034
CTF048	2.021|0.0029	1.9934|0.0022	2.985|0.0016	2.985|0.0016	1.9801|0.0016	1.9801|0.0016	2.0133|0.0018	1.9876|0.0019	4.0186|0.002	2.0246|0.0039	2.0042|0.0037	2.0047|0.0053	1.9918|0.0034	2.0055|0.0021	2.0055|0.0021	3.0187|0.0024	3.0187|0.0024	1.9804|0.0023	1.9816|0.0053	2.0041|0.0023	2.0041|0.0023	1.996|0.0031	1.9928|0.0032	1.9753|0.0013	1.9696|0.0017	2.9755|0.0013	2.9755|0.0013	1.9966|0.0046	1.9876|0.0015	4.0053|0.0013	4.0053|0.0013	1.9802|0.0042	0.9908|0.0017	2.9871|0.0015	2.9871|0.0015	1.044|0.0027	1.985|0.0029	3.9851|0.0017	3.9873|0.0021	2.9755|0.0013	2.985|0.0016	1.9783|0.0017	2.0014|0.0033	1.9783|0.0017	1.9876|0.0019	1.978|0.0018	1.9888|0.002	1.9888|0.002	1.985|0.0098	1.9598|0.0024	1.9783|0.0017	2.9755|0.0013	2.0077|0.0032	1.9928|0.0032
CTF051	2.0171|0.004	2.0106|0.0021	1.9907|0.0016	1.9907|0.0016	2.0178|0.0016	2.0178|0.0016	1.0535|0.0037	2.0026|0.002	2.0118|0.002	1.9093|0.003	1.9651|0.0028	1.9759|0.0021	1.9759|0.0021	2.0037|0.0021	2.0037|0.0021	1.954|0.0048	1.9776|0.0033	2.0009|0.0017	2.0001|0.0013	1.9926|0.0023	1.9926|0.0023	2.0288|0.0031	1.9694|0.0048	1.9889|0.0012	1.9889|0.0012	2.014|0.0017	2.0152|0.0013	2.0091|0.002	1.9709|0.0018	2.0372|0.0015	2.0383|0.0019	2.0023|0.0028	1.9923|0.0015	2.0092|0.0015	2.0092|0.0015	2.0159|0.0023	2.0142|0.0015	1.9971|0.0017	1.9964|0.0022	2.0152|0.0013	1.9907|0.0016	2.0001|0.0013	1.9651|0.0028	2.0001|0.0013	2.0001|0.0019	2.0001|0.0013	2.0142|0.0015	2.0142|0.0015	2.0091|0.002	1.9889|0.0012	2.0001|0.0013	2.0152|0.0013	1.9093|0.003	1.9627|0.0035
CTF052	2.0256|0.0028	1.9833|0.0019	1.9845|0.0015	1.9845|0.0015	1.9925|0.0028	1.9872|0.002	0.9898|0.0018	1.949|0.0065	3.0231|0.0026	2.0999|0.0031	2.0844|0.0027	2.0873|0.0046	2.0701|0.0053	2.0014|0.0032	1.9954|0.0028	2.0635|0.0061	2.1081|0.003	2.0528|0.0052	1.9735|0.0018	1.064|0.0034	1.0898|0.0031	2.0619|0.0031	2.0677|0.0031	1.9438|0.0014	1.9438|0.0014	1.9173|0.0016	1.9173|0.0016	1.9735|0.0026	1.9456|0.0015	1.9535|0.0013	1.9535|0.0013	2.0008|0.0024	1.9381|0.0015	1.9756|0.003	1.9795|0.0028	1.9767|0.0015	1.9767|0.0015	2.0048|0.0017	2.0087|0.0021	1.9173|0.0016	1.9845|0.0015	1.9796|0.0017	2.0844|0.0027	1.9796|0.0017	1.9838|0.0023	1.9723|0.0018	1.9767|0.0015	1.9767|0.0015	1.9728|0.0025	1.9438|0.0014	1.9796|0.0017	1.9173|0.0016	2.0999|0.0031	2.0677|0.0031
CTF056	2.0312|0.0035	2.0111|0.0024	2.3478|0.0019	2.3478|0.0019	2.0247|0.002	1.4184|0.0083	0.7771|0.0022	2.0315|0.003	2.0076|0.0025	2.0562|0.0048	2.0143|0.0033	2.0047|0.0025	2.0047|0.0025	2.0215|0.0029	2.0235|0.0038	1.999|0.0065	2.0018|0.004	2.0187|0.002	3.0127|0.0022	2.0179|0.0028	2.0179|0.0028	2.7316|0.0038	1.369|0.0052	2.0114|0.0029	1.685|0.0018	1.9949|0.0016	1.9949|0.0016	2.3331|0.0031	2.3228|0.0036	2.0234|0.0016	2.0234|0.0016	2.0136|0.0035	2.0163|0.0019	2.0113|0.0037	2.0122|0.0027	2.0317|0.0028	2.0289|0.0018	2.4873|0.002	2.4873|0.002	1.9949|0.0016	2.3478|0.0019	2.0187|0.002	2.0143|0.0033	2.0187|0.002	2.0296|0.0024	3.0127|0.0022	2.0289|0.0018	2.0289|0.0018	2.3331|0.0031	1.685|0.0018	2.0187|0.002	1.9949|0.0016	2.0143|0.0038	1.369|0.0052
CTF059	2.0025|0.0056	2.0018|0.0061	1.9957|0.005	1.9661|0.0038	2.0134|0.0047	1.5854|0.0057	1.5346|0.005	1.9874|0.0056	2.0399|0.0145	1.9956|0.0074	2.4181|0.0062	1.9783|0.0166	2.0239|0.0091	2.0215|0.0089	1.9938|0.0046	2.0067|0.0076	1.9971|0.006	2.0041|0.0032	3.4179|0.0035	1.5739|0.0078	2.4072|0.0152	1.9703|0.0105	2.1531|0.0215	1.0004|0.0074	2.0012|0.0056	2.0068|0.0025	2.0073|0.003	1.9901|0.005	2.012|0.0043	2.3915|0.0067	2.0097|0.0029	2.015|0.0058	2.0106|0.0045	2.0069|0.0028	2.0069|0.0028	1.9974|0.0029	1.9974|0.0029	2.0002|0.0059	2.0026|0.0046	2.0068|0.0025	1.9661|0.0038	2.0041|0.0032	2.4181|0.0062	2.0041|0.0032	2.0104|0.0045	3.4179|0.0035	1.9974|0.0029	1.9974|0.0029	1.9901|0.005	1.9896|0.0083	2.0041|0.0032	2.0068|0.0025	1.9999|0.006	1.9965|0.0173
CTF061	1.9999|0.0039	1.9878|0.0029	1.98|0.0017	1.9791|0.0023	1.9833|0.0015	1.9833|0.0015	1.9867|0.0018	1.9903|0.002	1.9888|0.0021	2.0035|0.0063	1.9707|0.0027	1.9959|0.0031	1.9959|0.0035	1.998|0.0044	1.9901|0.0023	2.0113|0.0048	2.0076|0.0032	1.9836|0.0024	1.9852|0.003	1.9857|0.0023	1.9857|0.0023	1.9891|0.003	1.9868|0.0042	1.9856|0.0026	1.9852|0.0017	1.9857|0.0012	1.9857|0.0012	1.9839|0.0025	1.9876|0.0022	1.9819|0.0018	1.9836|0.0018	1.9922|0.0025	1.9806|0.0015	1.9844|0.002	1.982|0.0021	1.9917|0.0021	1.9894|0.0015	1.9787|0.0026	1.9939|0.0027	1.9857|0.0012	1.98|0.0017	1.9831|0.0017	1.9707|0.0027	1.9831|0.0017	1.988|0.0019	1.9904|0.0018	1.9894|0.0015	1.9894|0.0015	1.9839|0.0025	1.9855|0.0014	2.009|0.009	1.9857|0.0012	2.0011|0.0045	1.9856|0.0034
CTF062	2.0132|0.0041	2.0211|0.0026	2.0123|0.0025	2.0056|0.0021	1.9968|0.0031	1.9314|0.0018	1.0182|0.0018	1.9454|0.0019	2.0123|0.0023	1.0035|0.006	1.1192|0.0028	1.9998|0.0021	1.9998|0.0021	2.0015|0.0052	2.0134|0.0024	1.9989|0.0029	1.995|0.0046	1.5753|0.0028	2.0161|0.004	2.0086|0.0023	2.0086|0.0023	2.5413|0.0032	1.9691|0.0048	2.0061|0.0021	2.0065|0.0015	1.9968|0.0013	1.9962|0.0015	2.0063|0.0026	2.0105|0.0015	2.0157|0.0013	2.0157|0.0013	2.0085|0.0034	2.0047|0.0015	2.0226|0.0026	2.0133|0.0018	2.0204|0.0015	2.0204|0.0015	2.1154|0.0017	2.1154|0.0017	1.9968|0.0013	2.0053|0.002	2.0089|0.0023	1.1192|0.0028	1.5753|0.0028	1.9454|0.0019	2.0227|0.0018	2.0204|0.0015	2.0204|0.0015	2.0063|0.0026	2.0063|0.0015	1.5753|0.0028	1.9968|0.0013	2.0063|0.0037	1.9679|0.0035
SCI030	2.0339|0.0042	2.0366|0.0037	2.9525|0.0043	2.9456|0.0037	2.0424|0.0042	2.0459|0.0024	2.0506|0.0029	2.0391|0.0034	2.9853|0.0048	2.0107|0.0067	2.103|0.0069	1.989|0.0055	1.966|0.0033	2.0857|0.0031	2.0857|0.0031	2.912|0.0035	2.912|0.0035	2.0058|0.0024	2.0095|0.0026	2.0141|0.0032	2.0141|0.0032	2.0012|0.0046	1.985|0.0075	2.035|0.0018	2.035|0.0018	3.0105|0.0038	3.0214|0.0026	2.0449|0.0021	2.0449|0.0021	1.9625|0.0063	2.0195|0.0032	3.1334|0.0021	3.1334|0.0021	3.0222|0.0038	3.0285|0.0038	2.0486|0.0023	2.0486|0.0023	3.0573|0.0043	3.0336|0.0031	3.0214|0.0026	2.9462|0.0031	2.0058|0.0024	2.1007|0.0081	2.0058|0.0024	2.0369|0.0029	2.0095|0.0026	2.0486|0.0023	2.0486|0.0023	2.0449|0.0021	2.035|0.0018	2.0058|0.0024	3.0214|0.0026	2.0166|0.0057	1.9878|0.0062
SCI031	2.0298|0.0032	2.0298|0.0032	2.8699|0.0056	2.8539|0.0052	2.0628|0.0032	2.0628|0.0032	2.0569|0.0039	2.036|0.0046	2.9141|0.0053	2.1014|0.0077	2.246|0.0076	2.9579|0.004	2.9579|0.004	2.1294|0.0042	2.1294|0.0042	2.8935|0.0046	2.8935|0.0046	1.9927|0.0049	2.4557|0.0036	1.9866|0.0044	1.9866|0.0044	2.7136|0.0113	1.9427|0.008	2.0318|0.0024	2.0318|0.0024	2.9678|0.0038	2.9811|0.0037	2.0597|0.0059	2.0578|0.0042	3.9451|0.0055	4.0483|0.0032	2.0501|0.0034	2.1134|0.006	2.9968|0.0032	2.9938|0.0046	2.0575|0.0031	2.0575|0.0031	4.0887|0.006	4.0449|0.0042	2.9811|0.0037	2.8603|0.0044	1.9892|0.0036	2.2353|0.0073	1.9892|0.0036	2.0448|0.004	2.4557|0.0036	2.0575|0.0031	2.0575|0.0031	1.9827|0.0116	2.0318|0.0024	1.9892|0.0036	2.9811|0.0037	2.1014|0.0077	1.9379|0.0068
SCI032	2.1214|0.0086	2.0455|0.0044	1.8669|0.005	1.8699|0.0054	2.1185|0.0062	2.1186|0.0052	1.5709|0.0064	1.8759|0.009	1.4235|0.0143	2.0757|0.0047	2.0757|0.0047	2.0841|0.0145	1.9948|0.0138	2.2282|0.0076	1.4338|0.009	1.9304|0.0089	1.9535|0.0068	1.4988|0.0104	2.0443|0.0052	2.0305|0.0051	2.0305|0.0051	2.056|0.014	1.9832|0.014	2.0473|0.0028	2.0473|0.0028	1.9265|0.0061	1.9293|0.0054	2.035|0.0033	2.035|0.0033	3.0225|0.0044	3.0165|0.0046	2.029|0.0055	1.0812|0.0054	2.0325|0.0034	2.0325|0.0034	2.0875|0.0064	2.0551|0.0043	2.9511|0.007	3.0448|0.0094	1.927|0.0051	1.8709|0.0055	1.9586|0.0052	2.0757|0.0047	1.4988|0.0104	1.0416|0.0079	1.982|0.0068	2.0548|0.0043	2.0548|0.0043	2.035|0.0033	2.0473|0.0028	1.982|0.0068	1.927|0.0051	2.0757|0.0047	1.9849|0.0088
SCI033	2.1095|0.022	2.1088|0.0155	2.0873|0.0102	2.0873|0.0102	2.0395|0.0103	2.0395|0.0103	0.8634|0.0185	1.8248|0.0175	2.0099|0.013	2.1638|0.0131	2.1638|0.0131	2.077|0.0491	2.0717|0.0188	2.1126|0.0137	2.1126|0.0137	1.9279|0.0236	1.8951|0.0191	2.0864|0.0107	2.1147|0.0117	2.0928|0.0221	2.147|0.024	2.0262|0.0205	0.932|0.0307	2.0693|0.0078	2.0693|0.0078	2.0144|0.0086	2.0157|0.0103	2.066|0.0173	1.997|0.0108	2.0593|0.0209	2.0374|0.0106	1.9561|0.01	1.9551|0.0093	2.0684|0.0097	2.0684|0.0097	2.0918|0.01	2.0918|0.01	1.6447|0.0194	2.0866|0.0135	2.0144|0.0086	2.0873|0.0102	2.0864|0.0107	2.1638|0.0131	2.0864|0.0107	1.8493|0.0129	2.1147|0.0117	2.0918|0.01	2.0918|0.01	2.0664|0.0174	2.0693|0.0078	2.0864|0.0107	2.0144|0.0086	2.1638|0.0131	0.932|0.0307
SCI034	2.0232|0.0047	2.0232|0.0047	2.0181|0.0047	2.0181|0.0047	1.999|0.0047	1.9993|0.0048	1.1261|0.0059	2.0245|0.0066	2.0329|0.0077	1.9972|0.006	1.9972|0.006	1.9982|0.0063	2.0379|0.0086	2.0183|0.0063	2.0183|0.0063	1.9102|0.0121	1.9072|0.0158	2.0316|0.0063	2.0368|0.0062	2.0325|0.0102	2.0255|0.0101	2.0214|0.0096	1.9861|0.0153	2.04|0.0036	2.04|0.0036	2.0227|0.0039	2.0227|0.0039	2.008|0.0042	2.008|0.0042	2.0223|0.0048	2.0329|0.0063	2.0244|0.0043	2.0244|0.0043	2.013|0.0087	1.9736|0.0071	2.0288|0.0046	2.0288|0.0046	2.0114|0.0088	2.0278|0.0062	2.0227|0.0039	2.0181|0.0047	2.0305|0.0049	1.9972|0.006	2.0305|0.0049	2.0351|0.0059	2.04|0.0054	2.0288|0.0046	2.0288|0.0046	2.008|0.0042	2.04|0.0036	2.0305|0.0049	2.0227|0.0039	1.9972|0.006	2.0102|0.0096
SCI035	3.0511|0.0137	3.0511|0.0137	3.1825|0.0186	3.0102|0.0197	1.8438|0.0138	1.8438|0.0138	1.0103|0.0171	1.0735|0.0171	2.0163|0.0174	2.0058|0.0267	2.0535|0.0233	2.0191|0.0269	2.0137|0.0323	2.8427|0.0183	2.8427|0.0183	2.6179|0.0334	2.658|0.0362	2.0304|0.0105	2.0304|0.0105	2.0007|0.0294	2.0396|0.0258	2.0726|0.038	2.0213|0.0255	2.0938|0.0219	2.0414|0.0178	1.9702|0.0114	1.9702|0.0114	1.9297|0.0269	2.0123|0.0144	1.9271|0.0265	2.0315|0.0173	2.7855|0.0124	2.7855|0.0124	1.9775|0.0129	1.9775|0.0129	2.0182|0.0133	2.0182|0.0133	1.988|0.0251	2.0422|0.0291	1.9702|0.0114	2.9479|0.0202	2.0304|0.0105	2.0552|0.0232	2.0304|0.0105	1.0735|0.0171	2.0304|0.0105	2.0182|0.0133	2.0182|0.0133	0.897|0.1138	2.031|0.0143	2.0304|0.0105	1.9702|0.0114	2.0058|0.0267	2.0213|0.0255
SCI036	1.8788|0.0164	1.8788|0.0164	2.4711|0.0164	2.4711|0.0164	1.8286|0.0165	1.8286|0.0165	1.984|0.0205	1.9501|0.0263	2.4774|0.0208	1.7301|0.0413	1.9153|0.0322	1.7947|0.0437	1.8192|0.0351	1.9186|0.022	1.9186|0.022	2.4225|0.0251	2.4202|0.035	1.5839|0.0126	1.5839|0.0126	1.8645|0.023	1.8645|0.023	1.8426|0.0337	1.8664|0.0477	2.215|0.0206	2.0887|0.0304	2.5274|0.0199	2.2838|0.0295	1.977|0.0147	1.977|0.0147	2.5999|0.0145	2.5999|0.0145	1.7848|0.0151	1.7772|0.0183	1.8738|0.0164	1.8905|0.0227	1.9306|0.016	1.9306|0.016	3.0454|0.0177	3.0454|0.0177	2.2456|0.0228	2.4711|0.0164	1.5839|0.0126	1.9449|0.0279	1.5839|0.0126	1.8953|0.0206	1.5839|0.0126	1.9306|0.016	1.9306|0.016	1.977|0.0147	2.0935|0.0215	1.5839|0.0126	2.2456|0.0228	1.7748|0.0328	1.8095|0.0334
SCI037	2.0015|0.0055	2.0304|0.0055	1.9752|0.0038	2.4964|0.0035	1.883|0.0026	1.883|0.0026	2.0034|0.0032	1.9915|0.004	1.9545|0.0033	2.0036|0.0038	2.0156|0.0057	2.9681|0.0044	2.9721|0.0046	2.9231|0.0034	2.9231|0.0034	2.7615|0.0038	2.7615|0.0038	1.9773|0.0034	3.0116|0.0029	1.9969|0.0055	1.9858|0.0048	1.9866|0.0051	1.1504|0.0083	2.0006|0.0031	2.0095|0.0025	3.0092|0.0043	2.9847|0.0028	1.9985|0.0043	2.0064|0.0027	1.9893|0.0023	1.9893|0.0023	2.0117|0.0023	2.0117|0.0023	1.9831|0.0036	1.9705|0.0035	2.0194|0.0025	2.0194|0.0025	2.9971|0.0042	2.9955|0.0049	2.9847|0.0028	2.4964|0.0035	1.9774|0.0029	2.0036|0.0038	1.9774|0.0029	1.9991|0.0032	3.0116|0.0029	2.0194|0.0025	2.0194|0.0025	1.9984|0.0043	2.0095|0.0025	1.9774|0.0029	2.9847|0.0028	2.0036|0.0038	0.9915|0.0066
SCI038	2.0063|0.0051	2.0063|0.0051	1.9664|0.0073	3.0238|0.0072	1.9996|0.0076	2.0097|0.0075	1.916|0.0064	2.0016|0.007	1.9952|0.0086	2.0244|0.0133	1.8388|0.0087	2.0168|0.0064	2.0168|0.0064	1.9921|0.0069	1.9921|0.0069	2.0109|0.0125	2.0048|0.0095	2.0012|0.0053	1.9879|0.0059	2.0033|0.011	2.0324|0.0097	1.981|0.0105	2.038|0.0096	1.9913|0.0039	1.9913|0.0039	1.9725|0.0043	1.9755|0.0052	1.9859|0.0086	2.8059|0.0054	1.9723|0.0059	1.9695|0.0045	1.9815|0.0062	1.1497|0.01	1.9716|0.0077	1.9646|0.0066	1.9888|0.005	1.9888|0.005	1.9607|0.0095	1.9993|0.0068	1.9725|0.0043	3.0238|0.0072	2.0012|0.0053	1.8388|0.0087	2.0012|0.0053	2.0085|0.0064	1.9877|0.0059	1.9888|0.005	1.9888|0.005	1.9859|0.0086	1.9913|0.0039	2.0012|0.0053	1.9725|0.0043	2.0332|0.0103	2.038|0.0096
IID_H196061_T01	1.9901|0.0039	1.9901|0.0039	1.975|0.0055	2.6923|0.0055	2.0657|0.0058	2.0537|0.0055	1.9752|0.0049	2.7166|0.0049	2.0104|0.0066	1.9548|0.005	1.9548|0.005	2.68|0.0049	2.68|0.0049	2.0462|0.006	2.0411|0.0052	1.9675|0.0058	1.9675|0.0058	2.0066|0.003	2.0066|0.003	1.9802|0.0084	2.001|0.0074	1.9955|0.0078	1.9878|0.0073	1.9975|0.003	1.9975|0.003	1.9785|0.0033	1.9801|0.0039	2.6587|0.0066	2.6862|0.0041	2.001|0.0046	1.9997|0.0035	2.0117|0.0063	2.0007|0.004	1.9886|0.0039	1.988|0.0054	1.9885|0.0038	1.9885|0.0038	2.6498|0.0108	2.6882|0.0118	1.9785|0.0033	2.6923|0.0055	2.0066|0.003	1.9548|0.005	2.0066|0.003	2.7166|0.0049	2.0066|0.003	1.9885|0.0038	1.9885|0.0038	2.6587|0.0066	1.9975|0.003	2.0066|0.003	1.9785|0.0033	1.9548|0.005	1.9878|0.0073
IID_H196062_T01	1.9837|0.0101	1.998|0.0074	1.988|0.0059	1.988|0.0059	2.0292|0.0096	2.0219|0.008	0.9494|0.0073	2.0283|0.0089	1.9841|0.0075	1.963|0.0075	1.963|0.0075	1.9879|0.0101	2.0086|0.0114	2.0225|0.0086	2.0196|0.0078	1.8897|0.0102	1.8972|0.0165	2.0226|0.0045	2.0226|0.0045	1.9708|0.0126	1.9969|0.011	1.9926|0.0117	1.9534|0.0164	2.0177|0.0076	2.0191|0.0073	1.9758|0.0049	1.9762|0.0059	2.0342|0.0052	2.0342|0.0052	2.0193|0.0052	2.0193|0.0052	2.0325|0.0053	2.0325|0.0053	1.9945|0.0059	1.9881|0.0077	2.0103|0.0057	2.0103|0.0057	2.002|0.013	1.9946|0.0227	1.9758|0.0049	1.988|0.0059	2.0226|0.0045	1.963|0.0075	2.0226|0.0045	2.0402|0.0074	2.0226|0.0045	2.0103|0.0057	2.0103|0.0057	2.0342|0.0052	2.0187|0.0061	2.0226|0.0045	1.9758|0.0049	1.963|0.0075	1.9803|0.0121
IID_H196063_T01	1.9651|0.0161	1.9831|0.0149	2.4533|0.0078	2.4533|0.0078	2.0654|0.0144	2.0081|0.0083	1.9615|0.0097	2.0415|0.0123	2.4636|0.0135	1.8935|0.0274	0.4405|0.1637	2.0089|0.0098	2.0089|0.0098	1.9984|0.0115	1.9897|0.0105	2.4217|0.0184	2.4106|0.0136	2.0213|0.006	2.0213|0.006	1.9189|0.0168	1.9922|0.0147	1.9291|0.016	1.9965|0.0146	1.9995|0.0059	1.9995|0.0059	2.5176|0.0065	2.5176|0.0065	1.9109|0.0189	1.9757|0.0118	2.5401|0.0073	2.544|0.0092	2.0434|0.0075	2.0435|0.0071	2.5318|0.0074	2.5318|0.0074	1.9677|0.0076	1.9677|0.0076	2.4851|0.0148	2.4894|0.0338	2.5176|0.0065	2.4533|0.0078	2.0213|0.006	2.0132|0.0133	2.0213|0.006	2.0036|0.0098	2.0213|0.006	1.9677|0.0076	1.9677|0.0076	1.9576|0.0287	1.9995|0.0059	2.0213|0.006	2.5176|0.0065	1.917|0.0192	1.9965|0.0146
IID_H196064_T01	1.0035|0.0035	1.0076|0.0044	1.9146|0.002	1.9146|0.002	1.9181|0.0019	1.9181|0.0019	2.0202|0.0033	2.02|0.0031	2.3196|0.0035	2.374|0.0049	1.6387|0.0061	2.6607|0.023	1.574|0.0085	1.9404|0.0026	1.9404|0.0026	2.7779|0.0047	1.8313|0.0053	1.1959|0.004	2.2425|0.0046	1.9957|0.0027	1.9957|0.0027	1.9582|0.0084	2.0215|0.0074	1.6436|0.0092	2.0109|0.0042	1.9426|0.0016	1.9422|0.002	2.0153|0.002	2.0142|0.0033	1.9801|0.0022	1.976|0.0017	1.9941|0.0023	1.0461|0.0026	0.9795|0.0051	1.9638|0.002	2.0133|0.0033	2.015|0.002	1.9681|0.0038	2.4872|0.004	1.9426|0.0016	1.9146|0.002	1|0.003	1.6251|0.0053	0.9961|0.0049	2.0141|0.0024	2.1359|0.003	2.015|0.002	2.015|0.002	2.0153|0.002	2.029|0.0053	2.1359|0.003	1.9426|0.0016	2.0084|0.0064	2.0023|0.0051
SCI039	2.0233|0.0075	2.0233|0.0075	2.0119|0.0074	2.0119|0.0074	1.9852|0.0075	1.9852|0.0075	2.0323|0.0093	0.9293|0.0138	2.0347|0.0095	1.9531|0.0232	1.9965|0.0125	1.9542|0.0261	1.9627|0.0148	2.0026|0.01	2.0026|0.01	2.9422|0.0128	2.9417|0.0166	2.0066|0.0092	3.1407|0.0085	2.0272|0.0156	2.0015|0.0157	3.1431|0.022	1.9467|0.0229	2.0583|0.0097	2.0563|0.0075	2.0222|0.0106	2.0269|0.0081	1.9741|0.0148	2.0242|0.0095	2.0404|0.0066	2.0404|0.0066	3.1357|0.014	3.1498|0.0101	2.021|0.0071	2.021|0.0071	2.0354|0.0073	2.0354|0.0073	3.1148|0.0138	3.095|0.0116	2.0269|0.0081	2.0119|0.0074	2.0148|0.0078	1.9965|0.0125	2.0148|0.0078	2.0468|0.0127	3.1407|0.0085	2.0354|0.0073	2.0354|0.0073	1.9894|0.0126	2.055|0.0073	2.0148|0.0078	2.0269|0.0081	1.9598|0.0183	1.9665|0.0157
