ID	chr	start	end	n_probes	Seg.CN	width	CN	purity	SD	CI95	CI95_purCorr
SCI001	14	19097500	19182500	9	0.3820153304582394	85000	2.60632199404477	0.99	0.12533141373155002	0.08184141316670217	0.08266809410777996
SCI001	14	19197500	19952500	59	1.2329204513711305	755000	4.700846107012801	0.99	0.12533141373155002	0.031964533359913845	0.03228740743425641
SCI001	14	19987500	105587500	14204	0.015175869257234879	85600000	2.02114926268067	0.99	0.12533141373155002	0.002060103512990848	0.002080912639384695
SCI001	14	105602500	106257500	83	-0.7455751633078147	655000	1.19286008732147	0.99	0.12533141373155002	0.026949786458260686	0.027222006523495643
SCI001	14	106267500	106872500	73	0.05403273729219877	605000	2.07632565603873	0.99	0.12533141373155002	0.02873643865554998	0.029026705712676747
SCI001	15	19792500	24117500	350	0.5544281675764693	4325000	2.93717284613234	0.99	0.12533141373155002	0.013123822633680397	0.013256386498667068
SCI001	15	24127500	24172500	8	0.9028784717219115	45000	3.73958576631384	0.99	0.12533141373155002	0.08680592734809764	0.08768275489706832
SCI001	15	24187500	25467500	210	0.5458717356602116	1280000	2.9198044214461	0.99	0.12533141373155002	0.016942782166274716	0.017113921380075472
SCI001	15	25472500	25567500	20	0.5774316946697816	95000	2.98438092995692	0.99	0.12533141373155002	0.05490088896461771	0.05545544339860375
SCI001	15	25572500	29447500	670	0.5333083937661289	3875000	2.89448843803248	0.99	0.12533141373155002	0.009485428902576275	0.00958124131573361
SCI001	15	29457500	101967500	12618	0.9480433347244293	72510000	3.85850863593965	0.99	0.12533141373155002	0.0021857430844093736	0.0022078212973832057
SCI001	16	37500	34172500	5595	-0.003608905451335578	34135000	1.99500324702398	0.99	0.12533141373155002	0.0032824213523321272	0.0033155771235678054
SCI001	16	46727500	70112500	4141	0.04706632447623182	23385000	2.06632376750974	0.99	0.12533141373155002	0.0038154147934911517	0.0038539543368597494
SCI001	16	70202500	90102500	3619	0.038522076021584896	19900000	2.05412229353661	0.99	0.12533141373155002	0.004081314695552131	0.004122540096517304
SCI001	17	152500	40947500	6573	-0.009593703034276174	40795000	1.98674442620544	0.99	0.12533141373155002	0.0030283952642415086	0.0030589851153954633
SCI001	17	40952500	41197500	37	0.06313077306150532	245000	2.0894609162853	0.99	0.12533141373155002	0.04036393633273551	0.040771652861349
SCI001	17	41212500	71122500	5259	-0.044658682936832415	29910000	1.93903832303501	0.99	0.12533141373155002	0.0033856556853128863	0.003419854227588774
SCI001	17	71127500	71832500	108	0.06957811964638991	705000	2.09881952982591	0.99	0.12533141373155002	0.023625580961327438	0.02386422319326004
SCI001	17	71837500	83202500	2175	0.022238646877341266	11365000	2.03106814798535	0.99	0.12533141373155002	0.00526459229549162	0.005317769995446081
SCI001	18	52500	49637500	7573	-0.026036274903447166	49585000	1.96422980161217	0.99	0.12533141373155002	0.0028213722865961717	0.0028498709965617897
SCI001	18	49642500	49657500	4	-0.07330287130755392	15000	1.90091909227203	0.99	0.12533141373155002	0.12276211975005324	0.12400214116166995
SCI001	18	49662500	80257500	4933	-0.028675403094015988	30595000	1.96063991216089	0.99	0.12533141373155002	0.00349573752732444	0.003531048007398424
SCI001	19	102500	6642500	1205	0.4428333046602512	6540000	2.71854235330779	0.99	0.12533141373155002	0.00707295428437095	0.007144398267041364
SCI001	19	6647500	12422500	1097	0.4457925447450986	5775000	2.72412432014243	0.99	0.12533141373155002	0.00741294982737735	0.00748782810846197
SCI001	19	12427500	12437500	3	0.39646148771138184	10000	2.63255101292578	0.99	0.12533141373155002	0.14175348576796462	0.14318533915956022
SCI001	19	12442500	15632500	608	0.43590102546890946	3190000	2.7055108470916	0.99	0.12533141373155002	0.009957322763439245	0.010057901781251762
SCI001	19	15637500	20407500	906	0.44047477073784314	4770000	2.71410168080737	0.99	0.12533141373155002	0.00815699649457315	0.008239390398558737
SCI001	19	20422500	20522500	14	0.01044311492117049	100000	2.01452975554219	0.99	0.12533141373155002	0.065619113168402	0.06628193249333535
SCI001	19	20547500	29327500	986	0.4722855363247733	8780000	2.77461103132715	0.99	0.12533141373155002	0.007819084689232435	0.007898065342659025
SCI001	19	29332500	29352500	5	0.41685431397791867	20000	2.67002696870037	0.99	0.12533141373155002	0.10980177792923541	0.1109108867972075
SCI001	19	29357500	42812500	2530	0.4440111272864725	13455000	2.720762689558	0.99	0.12533141373155002	0.004881284423324012	0.004930590326589911
SCI001	19	42822500	43247500	78	0.19102497620178363	425000	2.28314894020561	0.99	0.12533141373155002	0.027800145771178796	0.028080955324423028
SCI001	19	43257500	51982500	1663	0.4399672922824769	8725000	2.71314714372784	0.99	0.12533141373155002	0.00602071749839614	0.006081532826662768
SCI001	19	51987500	51997500	3	0.40145646313805794	10000	2.64168136759954	0.99	0.12533141373155002	0.14175348576796462	0.14318533915956022
SCI001	19	52002500	52602500	113	0.47001792842572404	600000	2.77025336205103	0.99	0.12533141373155002	0.023096977579176246	0.02333028038300631
SCI001	19	52612500	53947500	240	0.4546667856701146	1335000	2.74093247306459	0.99	0.12533141373155002	0.015848521511235895	0.016008607587106965
SCI001	19	53952500	54737500	141	0.43347570382630773	785000	2.70096642056079	0.99	0.12533141373155002	0.02067687099634108	0.020885728279132404
SCI001	19	54757500	54867500	18	0.5222093670750207	110000	2.87230582633644	0.99	0.12533141373155002	0.0578706182320651	0.05845516993137889
SCI001	19	54872500	55077500	41	0.7008042433334918	205000	3.25082127998228	0.99	0.12533141373155002	0.03834444411757072	0.03873176173491992
SCI001	19	55087500	58582500	661	0.4335754549556161	3495000	2.70115317781548	0.99	0.12533141373155002	0.009549786112733077	0.00964624859872028
SCI001	20	67500	10422500	1865	-0.9991290640979829	10355000	1.00060386902046	0.99	0.12533141373155002	0.0056853205540881874	0.005742748034432513
SCI001	20	10432500	29412500	3016	0.008524825048782578	18980000	2.01185290155829	0.99	0.12533141373155002	0.004470732712739805	0.004515891629030107
SCI001	20	30287500	54907500	4633	-0.012897465335426015	24620000	1.98219999967463	0.99	0.12533141373155002	0.0036071418767967445	0.003643577653330045
SCI001	20	54912500	56172500	216	0.035910941772382673	1260000	2.05040789924888	0.99	0.12533141373155002	0.016705808507226423	0.01687455404770346
SCI001	20	56177500	64332500	1512	-0.01598176351023787	8155000	1.97796683523497	0.99	0.12533141373155002	0.0063142021086269005	0.00637798192790596
SCI001	21	5297500	46482500	5545	-0.02384321963170449	41185000	1.96721791768722	0.99	0.12533141373155002	0.003297187154945108	0.0033304920757021295
SCI001	21	46487500	46677500	36	-0.03154884184716078	190000	1.95673876061847	0.99	0.12533141373155002	0.040920706583351084	0.04133404705388998
SCI001	22	11287500	50777500	6440	-0.010890168884496124	39490000	1.98495985688284	0.99	0.12533141373155002	0.003059506927100007	0.0030904110374747546
SCI002	1	632500	248922500	37751	0.013954225509031061	248290000	2.01943852050386	0.71	0.12533141373155002	0.00126365972603809	0.0017798024310395635
SCI002	2	37500	88832500	14885	0.010655895379311097	88795000	2.01482689677046	0.71	0.12533141373155002	0.002012426163855913	0.0028344030476843847
SCI002	2	89597500	242122500	23717	0.013307295180811116	152525000	2.01853317105926	0.71	0.12533141373155002	0.0015942796319616808	0.0022454642703685647
SCI002	3	42500	75372500	13378	0.01674079425983148	75330000	2.02334283998366	0.71	0.12533141373155002	0.0021227496536918547	0.002989788244636415
SCI002	3	75382500	75592500	33	-1.7006425191141885	210000	0.615298116281177	0.71	0.12533141373155002	0.04274028409248389	0.060197583228850556
SCI002	3	75617500	90667500	1878	0.017668455733536304	15050000	2.02464427981026	0.71	0.12533141373155002	0.005665608755260232	0.007979730641211595
SCI002	3	91297500	198172500	16930	0.013711660630201022	106875000	2.01909901446213	0.71	0.12533141373155002	0.0018869739098488943	0.0026577097321815414
SCI002	4	37500	49132500	7830	0.013185963441882576	49095000	2.0183634180384	0.71	0.12533141373155002	0.002774683767654619	0.0039080053065558016
SCI002	4	51817500	190177500	20137	0.013327516145276844	138360000	2.01856146322941	0.71	0.12533141373155002	0.0017302027162290677	0.002436905234125448
SCI002	5	17500	682500	104	0.023643606368844404	665000	2.03304705434289	0.71	0.12533141373155002	0.024075632466751373	0.033909341502466724
SCI002	5	707500	797500	12	0.7822969001528032	90000	3.43973375387848	0.71	0.12533141373155002	0.07087674288398231	0.0998263984281441
SCI002	5	812500	47387500	7256	0.007410920277621515	46575000	2.0103001495475	0.71	0.12533141373155002	0.002882343509105018	0.004059638745218336
SCI002	5	50152500	181287500	21156	0.00988587441106756	131135000	2.01375179430501	0.71	0.12533141373155002	0.0016880200287933689	0.0023774929983005197
SCI002	6	162500	170607500	27061	0.0093993335369121	170445000	2.01307278222157	0.71	0.12533141373155002	0.0014925278851336803	0.0021021519508925075
SCI002	7	57500	3297500	604	0.044215440695119776	3240000	2.062244573931	0.71	0.12533141373155002	0.009990239622687636	0.014070760031954416
SCI002	7	3307500	3757500	85	0.024647094696600955	450000	2.03446166285006	0.71	0.12533141373155002	0.026630842840167746	0.03750822935234894
SCI002	7	3762500	142452500	21605	0.012174468595089536	138690000	2.01694880953123	0.71	0.12533141373155002	0.001670387530019487	0.002352658492985193
SCI002	7	142462500	142522500	9	0.3900632808088311	60000	2.62090176558485	0.71	0.12533141373155002	0.08184141316670217	0.11526959600943967
SCI002	7	142807500	159332500	2751	0.015812535910478535	16525000	2.02204140015706	0.71	0.12533141373155002	0.004681112508321076	0.006593116208902924
SCI002	8	222500	145072500	23551	0.005297765747845215	144850000	2.00735776385257	0.71	0.12533141373155002	0.0015998884321387261	0.0022533639889277834
SCI002	9	62500	41357500	6363	0.004382459784554815	41295000	2.00608461619612	0.71	0.12533141373155002	0.00307796312751112	0.0043351593345227046
SCI002	9	41427500	42502500	85	0.29374109421787475	1075000	2.4516297116162	0.71	0.12533141373155002	0.026630842840167746	0.03750822935234894
SCI002	9	42752500	95827500	5118	0.008019909328832245	53075000	2.01114891465181	0.71	0.12533141373155002	0.003431975933560665	0.004833768920507979
SCI002	9	95837500	96242500	73	0.7813591563555761	405000	3.43749867243714	0.71	0.12533141373155002	0.02873643865554998	0.040473857261338
SCI002	9	96252500	138202500	7617	0.020347256707546762	41950000	2.02840713843935	0.71	0.12533141373155002	0.002813211581847561	0.003962269833588114
SCI002	10	57500	133692500	22385	0.01419674961150953	133635000	2.01977802654558	0.71	0.12533141373155002	0.001641027372354003	0.002311306158245075
SCI002	11	207500	37702500	6392	0.00992641207835422	37495000	2.0138083786453	0.71	0.12533141373155002	0.0030709729520209165	0.004325314016930868
SCI002	11	37707500	37932500	23	-0.005232752779628954	225000	1.99275900405852	0.71	0.12533141373155002	0.051195342936173595	0.0721061168115121
SCI002	11	37942500	135072500	16044	0.011648210875503289	97130000	2.0162132131075	0.71	0.12533141373155002	0.0019383761067117903	0.0027301071925518177
SCI002	12	17500	133252500	22053	-0.00898595444551134	133235000	1.98758153692226	0.71	0.12533141373155002	0.0016533337673423141	0.002328639108932837
SCI002	13	18502500	114332500	14340	0.007146945167892406	95830000	2.00993235133564	0.71	0.12533141373155002	0.002050311269733639	0.00288776235173752
SCI002	14	19097500	19682500	22	-0.9850355262522078	585000	1.01042656450552	0.71	0.12533141373155002	0.052345943744089164	0.07372668132970306
SCI002	14	19727500	19952500	46	-0.34185491214353	225000	1.57805237409487	0.71	0.12533141373155002	0.036200574155339164	0.05098672416244953
SCI002	14	19987500	105742500	14224	0.013226408488659733	85755000	2.01842000237869	0.71	0.12533141373155002	0.0020586546742765804	0.0028995136257416627
SCI002	14	106052500	106577500	63	-1.4726130113686413	525000	0.720658157895629	0.71	0.12533141373155002	0.030933146597883012	0.04356781210969438
SCI002	14	106587500	106872500	26	0.06143075451879073	285000	2.08700022280657	0.71	0.12533141373155002	0.048151264933502747	0.06781868300493345
SCI002	15	19792500	101967500	13877	0.014560459339564116	82175000	2.02028728560816	0.71	0.12533141373155002	0.0020842344997011705	0.002935541548874888
SCI002	16	37500	21372500	3718	0.018071600832255147	21335000	2.02521012321313	0.71	0.12533141373155002	0.004026611057237628	0.005671283179207927
SCI002	16	21587500	22427500	129	0.024145437781657564	840000	2.03375435859648	0.71	0.12533141373155002	0.02161720391927783	0.030446766083489903
SCI002	16	22707500	35227500	1812	0.024586905076279326	12520000	2.03437678633963	0.71	0.12533141373155002	0.0057678675354275715	0.00812375709215151
SCI002	16	46722500	70117500	4143	8.292971158477211e-5	23395000	2.00011496829584	0.71	0.12533141373155002	0.003814493751886062	0.00537252641110713
SCI002	16	70202500	74357500	711	0.005988945326366303	4155000	2.00831969763745	0.71	0.12533141373155002	0.00920787837485444	0.012968842781485128
SCI002	16	74437500	90102500	2895	4.91018262750326e-4	15665000	2.00068081169871	0.71	0.12533141373155002	0.004563206163946841	0.0064270509351363955
SCI002	17	152500	50587500	8288	0.02151389990830519	50435000	2.03004808430767	0.71	0.12533141373155002	0.0026969289381902303	0.003798491462239761
SCI002	17	50592500	51722500	211	0.006639164930178863	1130000	2.00922504708205	0.71	0.12533141373155002	0.016902585710673438	0.02380645874742738
SCI002	17	51727500	83202500	5653	0.018655961195655664	31475000	2.0260305961473	0.71	0.12533141373155002	0.00326553905201167	0.0045993507774812255
SCI002	18	52500	80257500	12510	-0.01149352435190047	80205000	1.98412989216475	0.71	0.12533141373155002	0.0021951576710586887	0.003091771367688294
SCI002	19	102500	18817500	3533	0.007816941539961536	18715000	2.01086599295037	0.71	0.12533141373155002	0.004130689548430786	0.005817872603423643
SCI002	19	18822500	58582500	6785	0.013873375080800734	39760000	2.01932535182328	0.71	0.12533141373155002	0.002980708105127757	0.004198180429757404
SCI002	20	67500	29122500	4840	0.006192170434592677	29055000	2.00860261933889	0.71	0.12533141373155002	0.003529162807277352	0.004970651841235707
SCI002	20	30287500	30997500	117	0.029574117755835985	710000	2.04142153670537	0.71	0.12533141373155002	0.022698723971459868	0.03197003376261953
SCI002	20	31167500	64332500	6233	0.013853161765764576	33165000	2.01929705965314	0.71	0.12533141373155002	0.0031098956083809915	0.0043801346596915374
SCI002	21	5297500	9362500	71	-0.1012030034224109	4065000	1.86451059679796	0.71	0.12533141373155002	0.029138366408072113	0.04103995268742552
SCI002	21	13212500	46677500	5335	0.01795066913091334	33465000	2.02504037019227	0.71	0.12533141373155002	0.0033614539235641374	0.004734442145864983
SCI002	22	11287500	50777500	6440	0.01958239241771933	39490000	2.0273320359739	0.71	0.12533141373155002	0.003059506927100007	0.004309164686056348
SCI003	1	632500	12777500	2250	-9.835366036417606e-4	12145000	1.99863699341028	0.43	0.12533141373155002	0.00517610545067345	0.012037454536449884
SCI003	1	13117500	147932500	18732	0.016885577855604378	134815000	2.02354590545736	0.43	0.12533141373155002	0.00179391681200836	0.004171899562810139
SCI003	1	147952500	148017500	10	-0.3999155871716565	65000	1.5158052544603	0.43	0.12533141373155002	0.07764158176010175	0.18056181804674826
SCI003	1	148107500	248922500	16740	0.0651875671860833	100815000	2.09244190375985	0.43	0.12533141373155002	0.0018976523284689082	0.004413144949927694
SCI003	2	37500	88827500	14884	0.006639571513006388	88790000	2.00922561332543	0.43	0.12533141373155002	0.0020124937663943154	0.004680218061382129
SCI003	2	89212500	89797500	30	0.19533959842134388	585000	2.2899873017362	0.43	0.12533141373155002	0.04482638812950309	0.10424741425465835
SCI003	2	89807500	90217500	34	0.4858904112253523	410000	2.80089987411753	0.43	0.12533141373155002	0.042107059692458745	0.097923394633625
SCI003	2	90227500	241827500	23606	-2.7662191041598924e-4	151600000	1.99961655736719	0.43	0.12533141373155002	0.0015980235423195138	0.0037163338193477065
SCI003	2	241832500	241907500	14	-0.18316614744822474	75000	1.76153586993596	0.43	0.12533141373155002	0.065619113168402	0.15260258876372557
SCI003	2	241917500	242122500	33	0.3295721188818562	205000	2.5132812380084	0.43	0.12533141373155002	0.04274028409248389	0.0993960095174044
SCI003	3	42500	198172500	32233	-0.002735484277568921	198130000	1.99621140646937	0.43	0.12533141373155002	0.001367552508293111	0.0031803546704490954
SCI003	4	37500	847500	136	-0.010442315222145657	810000	1.98557614065152	0.43	0.12533141373155002	0.021053529846229373	0.0489616973168125
SCI003	4	852500	190177500	27889	0.009049083623639497	189325000	2.01258411832054	0.43	0.12533141373155002	0.0014702050269467454	0.003419081458015687
SCI003	5	17500	47397500	7375	0.008079069648655178	47380000	2.01123138714195	0.43	0.12533141373155002	0.0028589947784730843	0.006648825066216476
SCI003	5	50152500	181287500	21156	-0.0032412494154016244	131135000	1.99551171792872	0.43	0.12533141373155002	0.0016880200287933689	0.0039256279739380675
SCI003	6	162500	170607500	27061	7.326557285539195e-4	170445000	2.00101593444849	0.43	0.12533141373155002	0.0014925278851336803	0.0034709950817062335
SCI003	7	57500	4312500	793	-0.15389602963998936	4255000	1.7976397986334	0.43	0.12533141373155002	0.008718821387291267	0.02027632880765411
SCI003	7	4322500	4497500	35	1.0613230306347743	175000	4.173688790869341	0.43	0.12533141373155002	0.041501171130499656	0.09651435146627828
SCI003	7	4507500	142337500	21459	-0.021841160797176386	137830000	1.96994976324371	0.43	0.12533141373155002	0.0016760602820225933	0.003897814609354868
SCI003	7	142347500	142522500	14	0.3689267899499472	175000	2.58278363304612	0.43	0.12533141373155002	0.065619113168402	0.15260258876372557
SCI003	7	142807500	159332500	2751	0.017351092070312164	16525000	2.0241989480953	0.43	0.12533141373155002	0.004681112508321076	0.010886308158886223
SCI003	8	222500	145072500	23551	0.004293125844556018	144850000	2.00596040013573	0.43	0.12533141373155002	0.0015998884321387261	0.003720670772415642
SCI003	9	62500	39037500	6260	-0.012647000734083478	38975000	1.98254415697537	0.43	0.12533141373155002	0.003103181717254795	0.007216701668034407
SCI003	9	39102500	41427500	93	0.09973013573966515	2325000	2.14314600000549	0.43	0.12533141373155002	0.025459677624703424	0.05920855261558936
SCI003	9	41562500	41717500	10	0.7052179170618106	155000	3.26078182893425	0.43	0.12533141373155002	0.07764158176010175	0.18056181804674826
SCI003	9	42752500	138137500	12800	0.16279656036968995	95385000	2.23891003826888	0.43	0.12533141373155002	0.002170148183702441	0.005046856241168468
SCI003	9	138152500	138202500	9	-0.2992260770504842	50000	1.62537647992581	0.43	0.12533141373155002	0.08184141316670217	0.19032886782953992
SCI003	10	57500	133692500	22385	0.025770870124976027	133635000	2.03604700738361	0.43	0.12533141373155002	0.001641027372354003	0.0038163427264046586
SCI003	11	207500	80637500	13197	-4.4490351713105875e-4	80430000	1.99938332785364	0.43	0.12533141373155002	0.002137257088548901	0.0049703653222067466
SCI003	11	80647500	135072500	9261	0.351125709442076	54425000	2.5511110651061197	0.43	0.12533141373155002	0.002551322930738559	0.005933309141252463
SCI003	12	17500	31117500	5273	-0.06624382047642494	31100000	1.91024300777506	0.43	0.12533141373155002	0.003381158180756574	0.00786315855989901
SCI003	12	31137500	31252500	22	1.1039629848618677	115000	4.29888639374266	0.43	0.12533141373155002	0.052345943744089164	0.12173475289323062
SCI003	12	31262500	54582500	3503	-0.06948852784721707	23320000	1.90595158472575	0.43	0.12533141373155002	0.004148339634013599	0.00964730147445023
SCI003	12	54592500	55337500	122	-0.005671393236865679	745000	1.99215321293361	0.43	0.12533141373155002	0.022228720194664136	0.0516946981271259
SCI003	12	55357500	133252500	13131	-0.06030238281704531	77895000	1.91812616533303	0.43	0.12533141373155002	0.0021426215757036765	0.00498284087372948
SCI003	13	17742500	114332500	14376	-1.1045123221822504	96590000	0.930119300035032	0.43	0.12533141373155002	0.0020477424928597725	0.004762191843859936
SCI003	14	19097500	19952500	69	-0.6097616340762783	855000	1.31060992843953	0.43	0.12533141373155002	0.02955764502545503	0.06873870936152333
SCI003	14	19987500	105742500	14224	0.008346724859810742	85755000	2.01160455436363	0.43	0.12533141373155002	0.0020586546742765804	0.004787569009945536
SCI003	14	106177500	106872500	87	0.046184229697830266	695000	2.06506075886915	0.43	0.12533141373155002	0.0263229614774581	0.0612161894824607
SCI003	15	19792500	34372500	1984	0.03568543345031981	14580000	2.05008742409928	0.43	0.12533141373155002	0.005512181898788856	0.012819027671601991
SCI003	15	34582500	34592500	3	-0.0625846563781293	10000	1.91509418165688	0.43	0.12533141373155002	0.14175348576796462	0.3296592692278247
SCI003	15	34607500	78092500	7671	-0.007124683902632482	43485000	1.99014743911708	0.43	0.12533141373155002	0.0028032922936714506	0.006519284403887095
SCI003	15	78102500	89992500	2087	-0.742456836303545	11890000	1.19544119464884	0.43	0.12533141373155002	0.005374439148243501	0.012498695693589537
SCI003	15	90007500	90137500	26	-2.075999917617192	130000	0.47434218465678296	0.43	0.12533141373155002	0.048151264933502747	0.11197968589186685
SCI003	15	90147500	101967500	2092	-0.703799004938718	11820000	1.22790674293491	0.43	0.12533141373155002	0.005368012697124895	0.012483750458429988
SCI003	16	37500	22427500	3864	0.015354972705322807	22390000	2.0214001939327	0.43	0.12533141373155002	0.003949806458754853	0.009185596415708961
SCI003	16	22707500	38292500	1986	0.024448176373618874	15585000	2.03418117127521	0.43	0.12533141373155002	0.00550940568007899	0.012812571349020908
